"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","year","price","pp"
"2575","FDU22",12.35,"Low Fat",0.093278912,"Snack Foods",118.7124,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2607.2728,12,11.0733635129088,132.880362154906
"2576","DRG23",8.88,"Low Fat",0.086957199,"Hard Drinks",152.5682,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1372.2138,14,13.2669033284718,185.736646598605
"2577","FDR23",15.85,"Low Fat",0.13689554,"Breads",176.437,"OUT010",1998,"Small","Tier 3","Grocery Store",529.311,18,24.15343839098,434.76189103764
"2578","FDI14",14.1,"Low Fat",0.090043082,"Canned",140.1496,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",846.8976,7,12.6195019250672,88.3365134754704
"2579","NCN42",20.25,"Low Fat",0.014251461,"Household",148.6418,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2648.5524,14,2.1183628156698,29.6570794193772
"2580","NCM41",16.5,"Low Fat",0.035711426,"Health and Hygiene",93.612,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1584.604,17,3.343018010712,56.831306182104
"2581","FDT55",13.6,"Regular",0.043655155,"Fruits and Vegetables",156.7946,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3629.2758,19,6.844892566163,130.052958757097
"2583","FDL46",20.35,"Low Fat",0.090480214,"Snack Foods",119.5466,"OUT010",1998,"Small","Tier 3","Grocery Store",117.8466,18,10.8166019509724,194.698835117503
"2584","FDQ57",7.275,"Low Fat",0.027942357,"Snack Foods",145.076,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1611.236,12,4.053765384132,48.645184609584
"2585","FDQ16",19.7,"Low Fat",0.041730507,"Frozen Foods",109.2912,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2402.2064,12,4.5607771866384,54.7293262396608
"2588","NCX18",14.15,"Low Fat",0.008829806,"Household",196.811,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4517.453,7,1.737802948666,12.164620640662
"2589","FDM34",19,"Low Fat",0.067722325,"Snack Foods",130.8626,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1573.9512,7,8.862319527545,62.036236692815
"2591","NCA06",20.5,"Low Fat",0,"Household",37.119,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",842.237,7,0,0
"2592","DRD12",6.96,"Low Fat",0.077193561,"Soft Drinks",89.9146,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1277.0044,19,6.9408281598906,131.875735037921
"2593","FDP04",15.35,"Low Fat",0.013869039,"Frozen Foods",62.5168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",447.4176,7,0.8670479373552,6.0693355614864
"2594","NCH30",17.1,"Low Fat",0.067290244,"Household",114.586,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1584.604,14,7.710519898984,107.947278585776
"2595","FDS04",10.195,"Regular",0.146960375,"Frozen Foods",142.2838,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1685.8056,14,20.910080604425,292.74112846195
"2597","FDU59",5.78,"Low Fat",0.096536082,"Breads",162.8552,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3574.0144,17,15.7214029413264,267.263850002549
"2598","DRG11",6.385,"Low Fat",0.084008316,"Hard Drinks",108.2596,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1186.4556,14,9.0947066868336,127.32589361567
"2600","FDA15",9.3,"Low Fat",0.01601936,"Dairy",248.5092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6474.2392,12,3.980958338112,47.771500057344
"2601","FDZ03",13.65,"Regular",0.13187274,"Dairy",188.024,"OUT010",1998,"Small","Tier 3","Grocery Store",745.696,18,24.79524006576,446.31432118368
"2602","FDJ16",9.195,"LF",0.114863923,"Frozen Foods",59.0246,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1853.5872,12,6.7797971095058,81.3575653140696
"2603","FDZ12",9.17,"Low Fat",0.103138922,"Baking Goods",141.747,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3006.087,17,14.619632776734,248.533757204478
"2604","FDH09",12.6,"Low Fat",0.056191301,"Seafood",53.2982,"OUT045",2002,"Small","Tier 2","Supermarket Type1",736.3748,14,2.9948951989582,41.9285327854148
"2605","FDT13",14.85,"Low Fat",0.01867669,"Canned",188.7214,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3956.8494,9,3.524691084166,31.722219757494
"2606","FDU20",19.35,"Regular",0.021578923,"Fruits and Vegetables",120.5098,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1807.647,9,2.6004716949454,23.4042452545086
"2607","DRH25",18.7,"Low Fat",0,"Soft Drinks",52.2324,"OUT035",2004,"Small","Tier 2","Supermarket Type1",467.3916,12,0,0
"2608","FDK26",5.46,"Regular",0.032242661,"Canned",187.624,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3542.056,14,6.049497027464,84.692958384496
"2609","FDU32",8.785,"Low Fat",0.025962714,"Fruits and Vegetables",120.9414,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1949.4624,12,3.1399669789596,37.6796037475152
"2610","FDI22",12.6,"Low Fat",0.096407554,"Snack Foods",210.8612,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3344.9792,14,20.3286125255048,284.600575357067
"2611","NCB54",8.76,"Low Fat",0.050256604,"Health and Hygiene",127.3336,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2684.5056,7,6.3993543110944,44.7954801776608
"2612","FDX46",12.3,"Regular",0.058234621,"Snack Foods",58.7562,"OUT045",2002,"Small","Tier 2","Supermarket Type1",592.562,14,3.4216450384002,47.9030305376028
"2613","NCC07",19.6,"Low Fat",0.023931217,"Household",103.1964,"OUT013",1987,"High","Tier 3","Supermarket Type1",736.3748,29,2.4696154420188,71.6188478185452
"2615","FDM16",8.155,"Regular",0.033692089,"Frozen Foods",76.2354,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1279.0018,7,2.5685298817506,17.9797091722542
"2617","DRI01",7.97,"Low Fat",0.034647829,"Soft Drinks",171.2422,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3103.9596,9,5.9331704631838,53.3985341686542
"2618","FDD50",18.85,"Low Fat",0.142219209,"Canned",167.6132,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1522.0188,7,23.8378167219588,166.864717053712
"2619","FDJ08",11.1,"Low Fat",0.11089655,"Fruits and Vegetables",191.5846,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2101.9306,14,21.24607117313,297.44499642382
"2620","NCK18",9.6,"Low Fat",0.006708517,"Household",164.6184,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2972.1312,17,1.1043453349128,18.7738706935176
"2621","FDQ14",9.27,"Low Fat",0.103419257,"Dairy",148.105,"OUT010",1998,"Small","Tier 3","Grocery Store",149.805,18,15.316909057985,275.70436304373
"2622","FDS51",13.35,"Low Fat",0.032180494,"Meat",61.2194,"OUT046",1997,"Small","Tier 1","Supermarket Type1",433.4358,19,1.9700705343836,37.4313401532884
"2623","FDA04",11.3,"Regular",0.066717378,"Frozen Foods",260.8962,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4920.9278,12,17.4063103941636,208.875724729963
"2624","FDP10",19,"Low Fat",0.128814669,"Snack Foods",107.6622,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1164.4842,9,13.8684706568118,124.816235911306
"2625","FDT36",12.3,"Low Fat",0.111500259,"Baking Goods",35.6874,"OUT045",2002,"Small","Tier 2","Supermarket Type1",846.8976,14,3.9791543430366,55.7081608025124
"2626","FDH38",6.425,"Low Fat",0.010497273,"Canned",118.3808,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2812.3392,9,1.2426755755584,11.1840801800256
"2627","FDC16",11.5,"Regular",0.020653603,"Dairy",84.954,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",865.54,7,1.754606189262,12.282243324834
"2628","FDF17",5.19,"Low Fat",0.042687151,"Frozen Foods",195.911,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2946.165,17,8.362882439561,142.169001472537
"2629","FDU23",12.15,"Low Fat",0.021705417,"Breads",163.5184,"OUT013",1987,"High","Tier 3","Supermarket Type1",3137.2496,29,3.5492350591728,102.927816716011
"2630","FDB34",15.25,"Low Fat",0.026651184,"Snack Foods",86.6198,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1657.1762,17,2.3085202278432,39.2448438733344
"2631","FDW26",11.8,"Regular",0.106968096,"Dairy",221.6772,"OUT013",1987,"High","Tier 3","Supermarket Type1",3113.2808,29,23.7123880106112,687.659252307725
"2632","FDP45",15.7,"Regular",0.030686952,"Snack Foods",253.4724,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1510.0344,14,7.7782953721248,108.896135209747
"2633","FDD38",16.75,"Regular",0.008191729,"Canned",103.5674,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1629.8784,19,0.8483960740346,16.1195254066574
"2634","FDM60",10.8,"Regular",0.048218142,"Baking Goods",42.2138,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",690.4346,17,2.0354710027596,34.6030070469132
"2635","FDW26",11.8,"Regular",0.107036943,"Dairy",220.3772,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4447.544,12,23.5885017948996,283.062021538795
"2637","FDT33",7.81,"Regular",0.034043503,"Snack Foods",168.7158,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2673.8528,17,5.7436768434474,97.6425063386058
"2638","FDQ40",11.1,"Regular",0.036027524,"Frozen Foods",177.2712,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3339.6528,19,6.3866424125088,121.346205837667
"2639","FDX40",12.85,"Low Fat",0,"Frozen Foods",38.3164,"OUT035",2004,"Small","Tier 2","Supermarket Type1",502.0132,12,0,0
"2640","FDU31",10.5,"Regular",0.02498633,"Fruits and Vegetables",216.7508,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3038.7112,12,5.415807016564,64.989684198768
"2641","DRJ01",6.135,"Low Fat",0.115032406,"Soft Drinks",161.0236,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1288.9888,19,18.5229321307816,351.93571048485
"2644","FDA15",9.3,"Low Fat",0.016087659,"Dairy",249.6092,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5976.2208,7,4.0156276928628,28.1093938500396
"2645","FDO04",16.6,"Low Fat",0,"Frozen Foods",54.6614,"OUT017",2007,"Small","Tier 2","Supermarket Type1",884.1824,9,0,0
"2646","NCF43",8.51,"Low Fat",0.051936086,"Household",142.947,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3006.087,12,7.424107685442,89.089292225304
"2647","NCI17",8.645,"Low Fat",0.1442339,"Health and Hygiene",95.441,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3282.394,9,13.7658276499,123.8924488491
"2648","FDY47",8.6,"Regular",0.05443912,"Breads",128.831,"OUT013",1987,"High","Tier 3","Supermarket Type1",1038.648,29,7.01344626872,203.38994179288
"2650","NCS53",14.5,"Low Fat",0.089778187,"Health and Hygiene",158.4604,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2693.8268,19,14.2262874232948,270.299461042601
"2651","FDK38",6.65,"Low Fat",0.053372768,"Canned",149.5734,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2524.0478,17,7.9831463771712,135.71348841191
"2652","FDW43",20.1,"Regular",0.022406575,"Fruits and Vegetables",225.9036,"OUT013",1987,"High","Tier 3","Supermarket Type1",3643.2576,29,5.06172595617,146.79005272893
"2653","FDV57",15.25,"Regular",0.065896556,"Snack Foods",179.266,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1438.128,19,11.813012007896,224.447228150024
"2654","FDX26",17.7,"Low Fat",0.088305201,"Dairy",182.3292,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4195.8716,9,16.1006166541692,144.905549887523
"2655","FDR04",7.075,"Low Fat",0.022566975,"Frozen Foods",97.3068,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1263.6884,19,2.19592012293,41.72248233567
"2656","FDP19",11.5,"Low Fat",0,"Fruits and Vegetables",129.3652,"OUT013",1987,"High","Tier 3","Supermarket Type1",2066.6432,29,0,0
"2657","FDT07",5.82,"Regular",0.077756427,"Fruits and Vegetables",254.533,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1281.665,9,19.791576633591,178.124189702319
"2658","DRB24",8.785,"Low Fat",0.020609218,"Soft Drinks",155.1656,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4016.1056,17,3.1978416765008,54.3633085005136
"2659","FDB36",5.465,"Regular",0,"Baking Goods",129.1626,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3672.5528,19,0,0
"2662","FDP45",15.7,"Regular",0.030624844,"Snack Foods",252.2724,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1258.362,19,7.7258028955056,146.790255014606
"2663","NCC43",7.39,"low fat",0.092705683,"Household",251.9066,"OUT013",1987,"High","Tier 3","Supermarket Type1",4267.1122,29,23.3531734052078,677.242028751026
"2665","FDW24",6.8,"Low Fat",0.03748996,"Baking Goods",48.6034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",291.6204,12,1.822139521864,21.865674262368
"2667","FDN10",11.5,"Low Fat",0.046115083,"Snack Foods",120.2124,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1540.6612,12,5.5436048036292,66.5232576435504
"2668","FDE23",17.6,"Regular",0.053170949,"Starchy Foods",45.606,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1724.422,12,2.424914300094,29.098971601128
"2669","FDV16",7.75,"Regular",0.082915017,"Frozen Foods",34.9558,"OUT035",2004,"Small","Tier 2","Supermarket Type1",645.1602,12,2.8983607512486,34.7803290149832
"2671","FDN21",18.6,"Low Fat",0.076975118,"Snack Foods",161.8236,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1611.236,17,12.4563907051848,211.758641988142
"2672","DRC25",5.73,"Low Fat",0.045371855,"Soft Drinks",86.0882,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1116.5466,19,3.905981327611,74.213645224609
"2673","NCP18",12.15,"Low Fat",0.028642712,"Household",149.0708,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1203.7664,17,4.2697919920096,72.5864638641632
"2674","FDW60",5.44,"Regular",0.017047751,"Baking Goods",174.637,"OUT013",1987,"High","Tier 3","Supermarket Type1",2999.429,29,2.977168091387,86.337874650223
"2675","FDY04",17.7,"Regular",0.042562588,"Frozen Foods",165.021,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3425.541,14,7.023720834348,98.332091680872
"2677","DRN47",12.1,"Low Fat",0.016812745,"Hard Drinks",180.666,"OUT013",1987,"High","Tier 3","Supermarket Type1",4134.618,29,3.03749138817,88.08725025693
"2678","FDU13",8.355,"Low Fat",0,"Canned",145.6418,"OUT013",1987,"High","Tier 3","Supermarket Type1",3384.2614,29,0,0
"2679","FDT39",6.26,"reg",0.016516867,"Meat",151.1366,"OUT010",1998,"Small","Tier 3","Grocery Store",453.4098,18,2.4963031210322,44.9334561785796
"2680","NCQ18",15.75,"Low Fat",0.134960397,"Household",101.37,"OUT013",1987,"High","Tier 3","Supermarket Type1",2097.27,29,13.68093544389,396.74712787281
"2681","FDV25",5.905,"low fat",0.045614252,"Canned",221.5456,"OUT013",1987,"High","Tier 3","Supermarket Type1",6852.4136,29,10.1056368278912,293.063468008845
"2682","NCE30",16,"Low Fat",0.099136036,"Household",210.3902,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1486.7314,19,20.8572504412472,396.287758383697
"2683","NCN42",20.25,"Low Fat",0.014222617,"Household",148.9418,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3531.4032,19,2.1183421766906,40.2485013571214
"2684","FDW25",5.175,"Low Fat",0.037457098,"Canned",83.4224,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1448.7808,17,3.1247610121952,53.1209372073184
"2685","FDS49",9,"Low Fat",0.079279489,"Canned",77.2644,"OUT013",1987,"High","Tier 3","Supermarket Type1",1335.5948,29,6.1254821498916,177.638982346856
"2686","FDN34",15.6,"Regular",0.045835395,"Snack Foods",168.2132,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2367.5848,17,7.710118466214,131.072013925638
"2687","FDS45",5.175,"Regular",0.029616108,"Snack Foods",107.7622,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2011.3818,7,3.1914969535176,22.3404786746232
"2689","FDT38",18.7,"Low Fat",0.0576269,"Dairy",83.3566,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1860.2452,17,4.80358245254,81.66090169318
"2690","NCX06",17.6,"Low Fat",0.015687045,"Household",182.6976,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3440.8544,19,2.865985472592,54.453723979248
"2691","NCY17",18.2,"Low Fat",0.162960415,"Health and Hygiene",43.5086,"OUT013",1987,"High","Tier 3","Supermarket Type1",1070.6064,29,7.090179512069,205.615205850001
"2692","NCO18",13.15,"Low Fat",0.024651269,"Household",179.5686,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1422.1488,19,4.4265938625534,84.1052833885146
"2693","FDY47",8.6,"Regular",0.091195818,"Breads",130.231,"OUT010",1998,"Small","Tier 3","Grocery Store",129.831,18,11.876522573958,213.777406331244
"2695","FDS26",20.35,"Low Fat",0.089608321,"Dairy",262.1594,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3139.9128,17,23.4916636683674,399.358282362246
"2696","NCL17",7.39,"Low Fat",0.067766896,"Health and Hygiene",140.6812,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3704.5112,12,9.5335282495552,114.402338994662
"2697","NCB18",19.6,"Low Fat",0.041355366,"Household",88.7514,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2656.542,17,3.6703466300124,62.3958927102108
"2698","FDA50",16.25,"LF",0.145913308,"Dairy",95.441,"OUT010",1998,"Small","Tier 3","Grocery Store",193.082,18,13.926112028828,250.670016518904
"2699","DRE13",6.28,"Low Fat",0.027748176,"Soft Drinks",86.5198,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1395.5168,17,2.4007666378848,40.8130328440416
"2700","DRE60",9.395,"Low Fat",0.159201868,"Soft Drinks",226.072,"OUT013",1987,"High","Tier 3","Supermarket Type1",3621.952,29,35.991084702496,1043.74145637238
"2701","FDB20",7.72,"Low Fat",0.052274691,"Fruits and Vegetables",79.1986,"OUT017",2007,"Small","Tier 2","Supermarket Type1",778.986,9,4.1400823426326,37.2607410836934
"2702","NCS18",12.65,"Low Fat",0.042175992,"Household",106.4938,"OUT013",1987,"High","Tier 3","Supermarket Type1",2465.4574,29,4.4914816568496,130.252968048638
"2704","FDS47",16.75,"Low Fat",0,"Breads",88.7856,"OUT045",2002,"Small","Tier 2","Supermarket Type1",966.7416,14,0,0
"2705","FDC09",15.5,"Regular",0.026280116,"Fruits and Vegetables",102.3332,"OUT013",1987,"High","Tier 3","Supermarket Type1",922.7988,29,2.6893283666512,77.9905226328848
"2706","DRG23",8.88,"Low Fat",0.086916126,"Hard Drinks",153.3682,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1219.7456,17,13.3301697955932,226.612886525084
"2707","FDU34",18.25,"Low Fat",0.075347426,"Snack Foods",126.3046,"OUT045",2002,"Small","Tier 2","Supermarket Type1",747.0276,14,9.5167265019596,133.234171027434
"2708","FDZ40",8.935,"Low Fat",0.040410039,"Frozen Foods",52.9298,"OUT017",2007,"Small","Tier 2","Supermarket Type1",539.298,9,2.1388952822622,19.2500575403598
"2709","NCE30",16,"Low Fat",0.09911729,"Household",210.7902,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4460.1942,12,20.892953382558,250.715440590696
"2710","FDA44",19.7,"LF",0.053439522,"Fruits and Vegetables",55.093,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1018.674,7,2.944143585546,20.609005098822
"2711","FDB32",20.6,"Low Fat",0.023448504,"Fruits and Vegetables",93.9778,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2816.334,12,2.2036388192112,26.4436658305344
"2712","NCO06",19.25,"Low Fat",0.108030434,"Household",32.4558,"OUT046",1997,"Small","Tier 1","Supermarket Type1",101.8674,19,3.5062141598172,66.6180690365268
"2713","FDY44",14.15,"Regular",0.024404558,"Fruits and Vegetables",198.311,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2553.343,19,4.839692301538,91.954153729222
"2714","FDG10",6.63,"Regular",0.010961483,"Snack Foods",58.2588,"OUT045",2002,"Small","Tier 2","Supermarket Type1",343.5528,14,0.6386028458004,8.9404398412056
"2715","FDF38",11.8,"Regular",0.026358005,"Canned",39.6138,"OUT046",1997,"Small","Tier 1","Supermarket Type1",365.5242,19,1.044140738469,19.838674030911
"2717","FDP34",12.85,"Low Fat",0.137227848,"Snack Foods",155.563,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4224.501,19,21.347575718424,405.603938650056
"2718","FDZ26",11.6,"Regular",0.144832027,"Dairy",239.8222,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4063.3774,9,34.7339353455994,312.605418110395
"2720","FDU44",12.15,"Regular",0.058756205,"Fruits and Vegetables",161.0552,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3411.5592,9,9.462992347516,85.166931127644
"2721","FDS23",4.635,"Low Fat",0.141108156,"Breads",128.2994,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2698.4874,17,18.1040917499064,307.769559748409
