isin,buyvolume,sellvolume
isin4795,5883000,13908857.14
isin4796,9814500,6645681.818
isin4797,8645785.714,6725454.545
isin4798,11762181.82,15036300
isin4799,11769923.08,12270272.73
isin4800,8541000,5163000
isin4801,2343000,3328714.286
isin4802,4185000,723214.2857
isin4803,6385500,1035000
isin4804,0,0
isin4805,7191000,4636285.714
isin4806,1404000,4468500
isin4807,5393250,8083800
isin4808,4968000,9936000
isin4809,94500,81000
isin4810,36000,81000
isin4811,0,27000
isin4812,85050,81000
isin4813,0,0
isin4814,0,0
isin4815,0,0
isin4816,7569000,3756375
isin4817,0,54000
isin4818,0,0
isin4819,97200,216000
isin4820,1431000,81000
isin4821,0,0
isin4822,0,0
isin4823,0,945000
isin4824,222428.5714,27000
isin4825,27000,13500
isin4826,16200,27000
isin4827,36000,108000
isin4828,151875,207000
isin4829,60750,270000
isin4830,46636.36364,27000
isin4831,0,0
isin4832,0,0
isin4833,60750,81000
isin4834,0,13500
isin4835,72000,67500
isin4836,74250,291600
isin4837,59400,27000
isin4838,0,0
isin4839,0,0
isin4840,0,27000
isin4841,2295000,4428000
isin4842,0,0
isin4843,837000,1768500
isin4844,5661000,3393000
isin4845,33750,60750
isin4846,0,0
isin4847,3714750,8552250
isin4848,0,0
isin4849,0,0
isin4850,63000,27000
isin4851,0,1269000
isin4852,153000,181636.3636
isin4853,1831500,27000
isin4854,0,27000
isin4855,1366200,639000
isin4856,162000,125550
isin4857,0,0
isin4858,1155600,1174500
isin4859,1785857.143,3756857.143
isin4860,69428.57143,49500
isin4861,7126071.429,5052115.385
isin4862,120272.7273,207409.0909
isin4863,396000,711000
isin4864,3618000,2929500
isin4865,2682000,1119078.947
isin4866,324000,1900800
isin4867,4239000,2844000
isin4868,148500,1471500
isin4869,191076.9231,135000
isin4870,74250,141750
isin4871,0,27000
isin4872,27000,94500
isin4873,197437.5,207000
isin4874,0,0
isin4875,277500,144000
isin4876,684851.3514,4050000
isin4877,756000,3948750
isin4878,0,0
isin4879,0,27000
isin4880,99000,27000
isin4881,54000,1134000
isin4882,0,0
isin4883,988615.3846,135000
isin4884,0,0
isin4885,94500,1080000
isin4886,2779200,8049375
isin4887,0,0
isin4888,405000,168750
isin4889,822000,1692900
isin4890,226800,435552.6316
isin4891,1746409.091,8049375
isin4892,0,0
isin4893,513000,2494800
isin4894,7152300,9178200
isin4895,4975363.636,4206807.692
isin4896,3025125,1690200
isin4897,2462400,675000
isin4898,1224642.857,1323000
isin4899,800357.1429,973125
isin4900,171000,396000
isin4901,1360800,1751318.182
isin4902,1420342.105,1015875
isin4903,4757400,4276125
isin4904,0,0
isin4905,0,0
isin4906,135000,702000
isin4907,0,0
isin4908,0,0
isin4909,0,0
isin4910,0,0
isin4911,7992000,10611000
isin4912,4244400,6949800
isin4913,4741500,2898450
isin4914,10773000,9504000
isin4915,2081700,5257500
isin4916,4309200,4023000
isin4917,0,0
isin4918,0,0
isin4919,60750,13500
isin4920,176000,380382.3529
isin4921,13500,13500
isin4922,0,0
isin4923,1273500,351000
isin4924,202500,918000
isin4925,101250,7087500
isin4926,0,0
isin4927,983812.5,9963000
isin4928,0,0
isin4929,0,0
isin4930,999000,495000
isin4931,27000,243000
isin4932,0,0
isin4933,0,0
isin4934,0,0
isin4935,148500,167785.7143
isin4936,140400,26068.96552
isin4937,567000,25500
isin4938,0,0
isin4939,27000,513000
isin4940,0,999000
isin4941,5530500,4860000
isin4942,0,0
isin4943,347707.3171,1782000
isin4944,0,1404000
isin4945,316125,268312.5
isin4946,0,0
isin4947,612000,180000
isin4948,2092500,351000
isin4949,0,0
isin4950,2439000,2241000
isin4951,5099142.857,17239500
isin4952,3955500,8833909.091
isin4953,7082590.909,9444600
isin4954,799200,522000
isin4955,156807.6923,1193400
isin4956,31500,108000
isin4957,313200,801000
isin4958,27000,54000
isin4959,90642.85714,777600
isin4960,36000,98689.65517
isin4961,45000,24750
isin4962,0,0
isin4963,1512000,1215000
isin4964,391500,984461.5385
isin4965,0,81000
isin4966,292500,27000
isin4967,235800,2652750
isin4968,189000,1441125
isin4969,0,0
isin4970,0,0
isin4971,0,0
isin4972,0,0
isin4973,0,0
isin4974,0,0
isin4975,442800,540000
isin4976,0,0
isin4977,135000,135000
isin4978,11313000,7074000
isin4979,108000,162000
isin4980,33750,27000
isin4981,99000,40500
isin4982,175500,20250
isin4983,27000,2688750
isin4984,275522.7273,3028153.846
isin4985,2731500,3915000
isin4986,1305750,1052250
isin4987,702000,2187000
isin4988,600750,1047000
isin4989,1093500,1895400
isin4990,450409.0909,96000
isin4991,1622454.545,2855250
isin4992,127285.7143,240000
isin4993,0,7695000
isin4994,0,0
isin4995,0,0
isin4996,0,0
isin4997,0,0
isin4998,0,0
isin4999,0,0
isin5000,0,0
isin5001,0,0
isin5002,0,0
isin5003,0,0
isin5004,0,0
isin5005,0,0
isin5006,0,0
isin5007,0,0
isin5008,0,0
isin5009,0,135000
isin5010,1839857.143,8491500
isin5011,0,0
isin5012,52071.42857,342900
isin5013,40500,108000
isin5014,0,0
isin5015,337500,189000
isin5016,0,0
isin5017,0,0
isin5018,6651000,6651000
isin5019,7981200,9936000
isin5020,9936000,9936000
isin5021,6237000,9936000
isin5022,0,0
isin5023,115714.2857,37125
isin5024,0,0
isin5025,876461.5385,1994625
isin5026,0,0
isin5027,49500,1795500
isin5028,243000,124200
isin5029,189000,81000
isin5030,2300400,396000
isin5031,0,195750
isin5032,207473.6842,75600
isin5033,0,0
isin5034,0,216000
isin5035,0,0
isin5036,0,675000
isin5037,0,135000
isin5038,216000,47250
isin5039,0,567000
isin5040,0,0
isin5041,0,0
isin5042,606000,857250
isin5043,0,0
isin5044,13500,70200
isin5045,2472576.923,6361200
isin5046,162000,113400
isin5047,243000,243000
isin5048,5103000,5103000
isin5049,0,0
isin5050,0,27000
isin5051,148500,56700
isin5052,40500,270000
isin5053,796500,1485000
isin5054,3903428.571,6606321.429
isin5055,5643000,59062.5
isin5056,213750,2578500
isin5057,108000,90000
isin5058,31644000,14461200
isin5059,603000,4983187.5
isin5060,2948400,1890000
isin5061,1946625,22896000
isin5062,2509826.087,7901181.818
isin5063,6459352.941,6835218.75
isin5064,8181000,8181000
isin5065,54000,135000
isin5066,0,27000
isin5067,0,0
isin5068,0,0
isin5069,1503000,4239000
isin5070,0,27000
isin5071,0,0
isin5072,0,0
isin5073,0,918000
isin5074,40500,20250
isin5075,0,54000
isin5076,5643000,3267000
isin5077,3753000,1917000
isin5078,702000,67500
isin5079,0,0
isin5080,99000,13986000
isin5081,257625,776250
isin5082,4954500,3061800
isin5083,108000,684000
isin5084,0,1512000
isin5085,756000,1782000
isin5086,13574250,22072500
isin5087,0,27000
isin5088,0,0
isin5089,4536000,54000
isin5090,0,0
isin5091,20250,20250
isin5092,0,0
isin5093,40500,22500
isin5094,0,0
isin5095,81000,81000
isin5096,2115000,6061500
isin5097,0,864000
isin5098,0,0
isin5099,0,270000
isin5100,0,0
isin5101,15102000,31644000
isin5102,1399500,567000
isin5103,17239500,432000
isin5104,0,0
isin5105,0,0
isin5106,0,0
isin5107,0,0
isin5108,0,0
isin5109,51107.14286,135000
isin5110,173117.6471,1464750
isin5111,72562.5,13500
isin5112,0,702000
isin5113,486000,32400
isin5114,0,0
isin5115,297000,297000
isin5116,6054750,5751000
isin5117,96510.6383,453600
isin5118,32400,13500
isin5119,108000,82500
isin5120,165375,2639250
isin5121,210600,4406400
isin5122,2844000,2527875
isin5123,4698000,815400
isin5124,0,0
isin5125,0,0
isin5126,0,0
isin5127,0,0
isin5128,0,0
isin5129,0,0
isin5130,0,513000
isin5131,0,0
isin5132,31077000,19218600
isin5133,0,0
isin5134,16524000,11394000
isin5135,0,3159000
isin5136,6145200,6345000
isin5137,135000,1566000
isin5138,0,14148000
isin5139,0,4725000
isin5140,15444000,5229000
isin5141,9193500,8316000
isin5142,0,0
isin5143,0,0
isin5144,0,0
isin5145,1134000,8478000
isin5146,0,1485000
isin5147,0,3402000
isin5148,0,837000
isin5149,0,0
isin5151,178389.2989,508500
isin5152,298205.3571,1407306.122
isin5153,254045.4545,348513.1579
isin5154,0,9909000
isin5155,0,0
isin5156,0,0
isin5157,0,4090500
isin5158,0,0
isin5159,0,9936000
isin5160,134670.7317,80035.71429
isin5161,0,0
isin5162,0,0
isin5163,202500,72000
isin5164,0,270000
isin5165,270000,110250
isin5166,0,0
isin5167,774000,243000
isin5168,270000,22500
isin5169,135000,162000
isin5170,3150000,9174600
isin5171,0,0
isin5172,1296000,3168000
isin5173,0,0
isin5174,0,0
isin5175,27000,10449000
isin5176,756000,2835000
isin5177,0,81000
isin5178,0,0
isin5179,0,0
isin5180,2349000,2349000
isin5181,0,0
isin5182,837000,585000
isin5183,0,0
isin5184,8025750,15876000
isin5185,0,0
isin5186,837000,13500
isin5187,702000,216000
isin5188,135000,837000
isin5189,171000,108000
isin5190,0,0
isin5191,3402000,391500
isin5192,0,59400
isin5193,1431000,238500
isin5194,0,216000
isin5195,0,0
isin5196,3168000,1633500
isin5197,0,0
isin5198,0,0
isin5199,4806000,4806000
isin5200,162000,1134000
isin5201,0,0
isin5202,857250,54000
isin5203,0,0
isin5204,0,0
isin5205,0,0
isin5206,738000,2592000
isin5207,0,108000
isin5208,42750,54000
isin5209,1766250,10449000
isin5210,0,0
isin5211,621000,1125000
isin5212,9936000,567000
isin5213,521100,2829000
isin5214,167727.2727,805781.25
isin5215,240120.8531,1820930.233
isin5216,54000,28928.57143
isin5217,59625,47769.23077
isin5218,45409.09091,184090.9091
isin5219,1253172.414,4519800
isin5220,33000,49736.84211
isin5221,0,0
isin5222,42750,40500
isin5223,54000,558000
isin5224,0,0
isin5225,0,0
isin5226,0,0
isin5227,0,0
isin5228,0,0
isin5229,0,0
isin5230,0,0
isin5231,0,0
isin5232,0,81000
isin5233,19352250,22896000
isin5234,108000,225000
isin5235,0,0
isin5236,2430000,3573000
isin5237,1579500,3321000
isin5238,2827285.714,4948500
isin5239,0,0
isin5240,0,0
isin5241,0,13500
isin5242,27000,27000
isin5243,40500,27000
isin5244,0,81000
isin5245,4971000,7236000
isin5246,720000,519000
isin5247,0,0
isin5248,297000,1404000
isin5249,81000,81000
isin5250,0,0
isin5251,91384.61538,52411.76471
isin5252,229864.8649,491711.5385
isin5253,137437.5,305338.2353
isin5254,1013464.286,1203088.235
isin5255,329142.8571,318000
isin5256,0,45000
isin5257,118536.5854,1407681.818
isin5258,285750,232875
isin5259,0,0
isin5260,70096.15385,87075
isin5261,378000,396000
isin5262,526500,2320650
isin5263,3286285.714,6009882.353
isin5264,1744200,1099285.714
isin5265,2484000,4806000
isin5266,1290857.143,2974909.091
isin5267,48600,54000
isin5268,0,0
isin5269,486000,864000
isin5270,56700,47250
isin5271,3870000,5359500
isin5272,0,0
isin5273,1998000,1296000
isin5274,922973.6842,960617.6471
isin5275,766125,499500
isin5276,1665900,1327295.455
isin5277,1381500,2339357.143
isin5278,273150,498150
isin5279,483127.6596,1489408.163
isin5280,0,0
isin5281,48600,2106000
isin5282,0,0
isin5283,4306500,135000
isin5284,155250,73500
isin5285,0,0
isin5286,13500,13500
isin5287,0,0
isin5288,189000,216000
isin5289,715500,183600
isin5290,28928.57143,270000
isin5291,0,27000
isin5292,0,0
isin5293,54000,37800
isin5294,2754000,796500
isin5295,864000,732375
isin5296,270000,4239000
isin5297,0,0
isin5298,54000,158625
isin5299,0,0
isin5300,108000,21600
isin5301,5535000,4266000
isin5302,148500,138375
isin5303,135000,243000
isin5304,1323000,27000
isin5305,0,0
isin5306,0,9936000
isin5307,0,0
isin5308,1134000,270000
isin5309,596454.5455,5184000
isin5310,40500,27000
isin5311,164025,1849500
isin5312,10449000,2367900
isin5313,0,0
isin5314,383400,837000
isin5315,153000,66789.47368
isin5316,0,0
isin5317,0,0
isin5318,0,0
isin5319,1910647.059,2338500
isin5320,0,0
isin5321,0,0
isin5322,0,0
isin5323,0,135000
isin5324,363000,253500
isin5325,419666.6667,1504875
isin5326,2835000,1917000
isin5327,0,0
isin5328,0,1971000
isin5329,3465391.304,7094250
isin5330,0,0
isin5331,2948400,4113000
isin5332,0,0
isin5333,0,432000
isin5334,0,243000
isin5335,0,0
isin5336,441000,81000
isin5337,0,27000
isin5338,0,0
isin5339,0,0
isin5340,67500,81000
isin5341,0,0
isin5342,864000,54000
isin5343,1107000,540000
isin5344,270000,216000
isin5345,0,0
isin5346,0,0
isin5347,1551000,16672500
isin5348,6844500,7543800
isin5349,5238000,661500
isin5350,0,0
isin5351,0,0
isin5352,5116500,8515800
isin5353,0,0
isin5354,0,0
isin5355,0,0
isin5356,0,9936000
isin5357,0,0
isin5358,0,0
isin5359,0,2808000
isin5360,0,0
isin5361,0,0
isin5362,0,0
isin5363,0,0
isin5364,0,0
isin5365,229500,40500
isin5366,5643000,15075000
isin5367,0,2875500
isin5368,0,13500
isin5369,702000,2835000
isin5370,0,4671000
isin5371,0,118800
isin5372,0,0
isin5373,0,1215000
isin5374,950400,324000
isin5375,1523571.429,2406857.143
isin5376,0,0
isin5377,111375,63000
isin5378,0,0
isin5379,0,0
isin5380,87230.76923,344250
isin5381,0,0
isin5382,0,0
isin5383,108000,243000
isin5384,0,0
isin5385,141750,526500
isin5386,3564000,2646000
isin5387,0,81000
isin5388,27000,162000
isin5389,0,0
isin5390,25200,783000
isin5391,0,0
isin5392,0,0
isin5393,0,0
isin5394,0,0
isin5395,0,270000
isin5396,0,567000
isin5397,2835000,615600
isin5398,2835000,3501000
isin5399,0,0
isin5400,3510000,2052000
isin5401,5535000,1134000
isin5402,0,0
isin5403,666000,320625
isin5404,0,837000
isin5405,0,27000
isin5406,27000,27000
isin5407,0,54000
isin5408,5251500,2000454.545
isin5409,0,27000
isin5410,0,0
isin5411,27000,45000
isin5412,0,0
isin5413,0,0
isin5414,21620250,16105500
isin5415,2646000,796500
isin5416,0,5643000
isin5417,765000,3341250
isin5418,0,0
isin5419,0,0
isin5420,9936000,6768000
isin5421,74250,30857.14286
isin5422,9936000,675000
isin5423,0,9936000
isin5424,3519000,270000
isin5425,0,0
isin5426,9936000,3690000
isin5427,4752000,9936000
isin5428,43200,81000
isin5429,370285.7143,248400
isin5430,21600,43875
isin5431,4946142.857,7701000
isin5432,27000,27000
isin5433,31132.65306,27000
isin5434,472965.5172,1380970.588
isin5435,3330000,6004800
isin5436,2814750,3558000
isin5437,405000,934875
isin5438,1284375,155863.6364
isin5439,194400,27000
isin5440,123428.5714,450900
isin5441,231882.3529,72000
isin5442,0,333000
isin5443,311871.9512,7093894.737
isin5444,0,0
isin5445,0,0
isin5446,81843.75,1212923.077
isin5447,251437.5,516375
isin5448,991500,1722600
isin5449,2673000,12010500
isin5450,306000,337500
isin5451,1296000,7506000
isin5452,2233285.714,2138400
isin5453,862071.4286,734400
isin5454,2641500,885600
isin5455,0,270000
isin5456,10449000,10449000
isin5457,0,0
isin5458,0,36000
isin5459,99000,426600
isin5460,253800,248400
isin5461,399600,1404000
isin5462,356400,702000
isin5463,9344250,6321375
isin5464,0,13500
isin5465,8019000,6385500
isin5466,964636.3636,5049000
isin5467,5319000,5310000
isin5468,0,0
isin5469,621000,2187000
isin5470,780545.4545,897750
isin5471,465000,5346000
isin5472,0,0
isin5473,0,13500
isin5474,0,0
isin5475,0,0
isin5476,45972.97297,30375
isin5477,238235.2941,363375
isin5478,1119857.143,1690200
isin5479,1239750,4543714.286
isin5480,207630,1669500
isin5481,0,0
isin5482,0,0
isin5483,0,567000
isin5484,0,0
isin5485,0,0
isin5486,0,27000
isin5487,0,297000
isin5488,0,0
isin5489,67500,43200
isin5490,438750,67500
isin5491,0,0
isin5492,6461100,11761875
isin5493,135000,81000
isin5494,90529.41176,108000
isin5495,0,0
isin5496,13500,468000
isin5497,0,0
isin5498,135000,27000
isin5499,0,0
isin5500,3618000,10692000
isin5501,0,0
isin5502,0,0
isin5503,0,0
isin5504,0,0
isin5505,41464.28571,972000
isin5506,3942000,2934000
isin5507,2983500,1188000
isin5508,0,0
isin5509,0,108000
isin5510,0,27000
isin5511,0,0
isin5512,0,162000
isin5513,0,0
isin5514,0,108000
isin5515,0,0
isin5516,0,0
isin5517,1485000,837000
isin5518,0,486000
isin5519,4239000,729000
isin5520,2995500,7791428.571
isin5521,150000,445500
isin5522,6609600,8337000
isin5523,3334500,5643000
isin5524,0,2733750
isin5525,69000,101250
isin5526,0,0
isin5527,702000,2052000
isin5528,0,0
isin5529,175500,3111230.769
isin5530,603000,1269000
isin5531,715500,459000
isin5532,1917000,13698000
isin5533,582187.5,205676.4706
isin5534,2610000,2018250
isin5535,4004437.5,9537750
isin5536,1861650,1514700
isin5537,702000,117000
isin5538,0,27000
isin5539,1179000,810000
isin5540,567000,403961.5385
isin5541,1121538.462,259342.1053
isin5542,135000,2592000
isin5543,4005000,13374000
isin5544,7932600,414000
isin5545,1317600,4740187.5
isin5546,1090125,415800
isin5547,0,0
isin5548,27000,108000
isin5549,0,0
isin5550,6034500,7128000
isin5551,432000,445500
isin5552,0,0
isin5553,0,4239000
isin5554,0,0
isin5555,67500,54000
isin5556,261000,13500
isin5557,0,0
isin5558,1309500,81000
isin5559,4212000,4759714.286
isin5560,2151000,769500
isin5561,3681000,1711125
isin5562,669600,67500
isin5563,982125,133071.4286
isin5564,0,0
isin5565,0,0
isin5566,0,0
isin5567,1180636.364,3324857.143
isin5568,24403.84615,62035.71429
isin5569,0,0
isin5570,0,0
isin5571,0,4509000
isin5572,0,0
isin5573,0,0
isin5574,0,0
isin5575,0,0
isin5576,0,0
isin5577,0,108000
isin5578,0,0
isin5579,270000,270000
isin5580,0,823500
isin5581,0,45000
isin5582,0,27000
isin5583,445500,40500
isin5584,0,0
isin5585,0,0
isin5586,243000,3618000
isin5587,0,0
isin5588,0,0
isin5589,0,0
isin5590,0,0
isin5591,0,0
isin5592,3456000,1232357.143
isin5593,6642000,6642000
isin5594,0,0
isin5595,1020600,5207142.857
isin5596,567000,135000
isin5597,27000,27000
isin5598,0,0
isin5599,0,9936000
isin5600,371250,10449000
isin5601,0,0
isin5602,0,0
isin5603,9936000,8133750
isin5604,0,270000
isin5605,0,0
isin5606,0,0
isin5607,1429239.13,3666000
isin5608,33000,78923.07692
isin5609,71181.81818,1005750
isin5610,52875,30375
isin5611,10602000,15862500
isin5612,115500,106071.4286
isin5613,2133000,837000
isin5614,27000,121500
isin5615,3402000,2835000
isin5616,2628529.412,4761000
isin5617,339000,2399625
isin5618,1068000,31644000
isin5619,0,1080000
isin5620,1080000,418500
isin5621,1215000,11097000
isin5622,0,0
isin5623,12618000,6658200
isin5624,0,0
isin5625,0,0
isin5626,7648714.286,54000
isin5627,6620400,7607250
isin5628,0,0
isin5630,27000,27000
isin5631,1770260.87,466147.0588
isin5632,279000,77625
isin5633,0,0
isin5634,0,0
isin5635,0,0
isin5636,0,0
isin5637,0,0
isin5638,0,0
isin5639,0,0
isin5640,4134375,1922785.714
isin5641,513000,425250
isin5642,0,945000
isin5643,2419392.857,2296800
isin5644,658800,1316250
isin5645,798882.3529,764100
isin5646,810000,1431000
isin5647,471600,2541857.143
isin5648,1175625,965250
isin5649,10078714.29,7067250
isin5650,877500,3988894.737
isin5651,0,0
isin5652,5636250,7661250
isin5653,27000,1701000
isin5654,10449000,10449000
isin5655,3631500,6948000
isin5656,0,27000
isin5657,1192500,6012000
isin5658,12051000,31644000
isin5659,268200,216000
isin5660,5352750,711000
isin5661,0,270000
isin5662,420954.5455,141750
isin5663,1500750,1460700
isin5664,951750,156807.6923
isin5665,76500,1552500
isin5666,343285.7143,540000
isin5667,0,0
isin5668,783000,432000
isin5669,2943000,4800600
isin5670,0,0
isin5671,592772.7273,226500
isin5672,5913000,985500
isin5673,824175,1614807.692
isin5674,5518125,13170600
isin5675,1043437.5,792000
isin5676,3178285.714,1710818.182
