Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
M454,VALID,PWP,Open,Male,Western,RENTED,70,Three Full Years,5,14,7,0,0,3,0,2011,10,17,2015,3,26, Card II TYPE,646.695,0,1760.62,0,29.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,4
M455,VALID,CHC,Open,Male,Northern,RENTED,26,Three Full Years,6,0,12,0,0,3,0,2014,8,17,2015,3,6, Card II TYPE,457.59,0,1824.35,832,155.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,24
M456,VALID,PRP,Open,Male,Western,RENTED,52,Three Full Years,4,5,7,0,1,2,0,2011,10,19,2015,3,31, Card II TYPE,787.29,0,2171.23,0,280.45,0,47,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,-1
M457,VALID,CNN,Open,Male,Eastern,RENTED,59,Three Full Years,3,0,12,0,0,3,0,2013,11,8,2016,3,8, Card II TYPE,675.885,0,2112.13,371,163.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,-343
M458,VALID,PPL,Open,Female,Eastern,RENTED,59,Three Full Years,4,19,7,0,1,2,0,2013,1,17,2015,3,31, Card II TYPE,648.585,0,2150.92,111,276.9,0,29,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,803,-1
M459,VALID,PWR,Open,Female,Eastern,RENTED,46.78166667,Three Full Years,5,0,4,0,0,3,0,2013,4,27,2016,3,9, Card II TYPE,920.22,0,1891.75,0,195.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,-344
M460,VALID,CHC,Open,Female,Eastern,RENTED,40,Three Full Years,3,0,17,0,0,2,0,2014,3,19,2016,3,31, Card II TYPE,653.625,0,2139.97,230,147.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,-366
M461,VALID,ESS,Open,Female,Eastern,RENTED,59,Three Full Years,3,0,17,0,2,2,0,2012,6,5,2015,3,31, Card II TYPE,488.04,0,714.88,0,117.65,0,75,3,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1030,-1
M462,VALID,POP,Open,Female,Northern,RENTED,59,Three Full Years,5,0,17,0,0,3,0,2012,4,17,2015,3,6,Paper based/Post,1015.98,0,1833.15,0,135.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,24
M463,VALID,PRM,Open,Female,Western,RENTED,56,Three Full Years,3,6,17,0,0,2,0,2014,2,19,2016,4,1, Card II TYPE,786.135,0,1840.83,0,81.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,-366
M464,VALID,PPL,Open,Male,Northern,RENTED,47,Three Full Years,4,0,22,0,4,3,1,2012,4,22,2015,3,10,Paper based/Post,700.665,567.3,1952.61,171,340,0,35,3,3,1,0,3,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1073,20
M465,VALID,PWR,Open,Female,Eastern,RENTED,71,Three Full Years,4,0,7,0,0,3,0,2011,10,6,2015,3,6, Card II TYPE,775.32,0,1818.18,0,42.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,24
M466,VALID,PPL,Open,Male,Northern,RENTED,66,Three Full Years,6,0,21,0,1,3,0,2013,7,30,2015,7,10, Card II TYPE,753.165,0,2177.05,455,297.85,0,52,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,610,-100
M467,VALID,PRP,Open,Male,Northern,RENTED,43.99333333,Three Full Years,3,0,7,0,2,3,0,2011,9,22,2015,3,22, Card II TYPE,590.94,0,1854.49,64,510.25,0,71,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1288,8
M468,VALID,PPL,Open,Male,Northern,RENTED,42,Three Full Years,4,0,21,0,0,3,0,2013,12,11,2016,3,7, Card I TYPE,890.19,0,1983.67,925,428.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,-342
M469,VALID,PWR,Open,Male,Northern,RENTED,56,Three Full Years,3,0,22,0,0,3,0,2011,10,11,2015,3,9, Card II TYPE,774.795,0,2075.33,0,120.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,21
M470,VALID,ESS,Open,Female,Eastern,RENTED,47.47316667,Three Full Years,5,0,1,0,1,3,1,2013,6,1,2015,5,9, Card II TYPE,880.32,71.1,705.8,0,88.9,0,64,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,669,-39
M471,VALID,KLA,Open,Female,Northern,RENTED,27,Three Full Years,7,0,12,0,0,3,0,2012,3,25,2015,3,15, Card II TYPE,1187.865,0,2091.86,80,863.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,15
M472,VALID,PWR,Open,Male,Eastern,RENTED,31,Three Full Years,3,0,7,0,0,3,0,2013,9,6,2015,8,27, Card II TYPE,713.475,0,1888.98,0,426.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,-147
M473,VALID,PRM,Open,Female,Eastern,RENTED,40,Three Full Years,3,5,22,0,0,3,0,2013,10,26,2016,3,16, Card II TYPE,748.965,0,2154.07,15,346.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,-351
M474,VALID,CNN,Open,Female,Eastern,RENTED,80,Three Full Years,5,0,12,0,3,2,0,2013,10,22,2016,3,14,Paper based/Post,383.04,0,1711.15,84,155.05,0,47,3,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,528,-349
M475,VALID,PPL,Open,Female,Western,RENTED,62,Three Full Years,3,0,7,0,1,3,0,2014,4,2,2016,3,12, Card II TYPE,532.665,0,1800.2,0,14.5,0,65,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,363,-347
M476,VALID,PWR,Open,Female,Western,RENTED,52,Three Full Years,5,0,21,0,0,2,0,2011,11,1,2015,4,1, Card II TYPE,646.17,0,1948.03,0,93.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,-1
M477,VALID,PMM,Open,Male,Eastern,BOUGHT,67,Three Full Years,3,0,7,0,1,2,1,2013,12,28,2015,11,30, Card II TYPE,419.475,299.5,1904.21,0,70.45,0,23,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,462,-240
M478,VALID,PWR,Open,Female,Eastern,RENTED,52,Three Full Years,3,0,12,0,0,3,0,2011,9,26,2015,3,26, Card II TYPE,675.885,0,2024.41,283,379.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,4
M479,VALID,PWM,Open,Female,Northern,BOUGHT,34,Three Full Years,7,0,22,0,0,3,0,2012,4,20,2015,3,26, Card II TYPE,1049.895,0,1956.79,0,562,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,4
M480,VALID,PWR,Open,Female,Eastern,RENTED,50,Three Full Years,9,0,7,0,0,2,0,2011,10,1,2015,3,31, Card II TYPE,644.385,0,2010.06,0,169.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,-1
M481,VALID,PWR,Open,Male,Eastern,BOUGHT,84,Three Full Years,10,14,22,0,0,3,0,2013,4,17,2015,4,15, Card II TYPE,524.895,0,1726.19,0,203.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,-15
M482,VALID,PWR,Closed,Female,Northern,RENTED,45,Three Full Years,6,0,22,0,1,2,1,2013,3,13,2015,3,13, Card II TYPE,753.69,617.8,0,0,0,0,36,none,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,747,17
M483,VALID,PWP,Open,Male,Northern,RENTED,45,Three Full Years,3,0,22,0,0,3,0,2012,2,27,2015,3,13, Card II TYPE,648.585,0,1665.13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,17
M484,VALID,PWR,Open,Male,Western,RENTED,51,Three Full Years,1,0,21,0,0,3,0,2011,11,8,2015,3,19, Card II TYPE,649.11,0,2182.87,0,282.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,11
M485,VALID,PWM,Open,Female,Southern,RENTED,59,Three Full Years,4,0,7,0,0,3,0,2012,5,26,2015,3,16, Card II TYPE,1480.92,0,2085.82,0,400.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,14
M486,INVALID,PPL,Open,Male,Western,RENTED,58,Three Full Years,6,0,21,0,0,3,0,2014,11,29,2016,11,14, Card II TYPE,658.14,0,1843.82,9,154.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,-589
M487,VALID,CNN,Open,Female,Eastern,RENTED,53,Three Full Years,6,0,21,0,0,3,0,2013,12,5,2016,3,20, Card II TYPE,682.29,0,2044.3,566,238.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,-355
M488,VALID,PPL,Open,Female,Northern,BOUGHT,29,Three Full Years,3,0,12,1,2,1,1,2015,2,3,2017,1,21,Paper based/Post,943.95,349.5,1094.85,0,35.55,0,58,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,57,-661
M489,VALID,PWR,Open,Female,Eastern,RENTED,62,Three Full Years,6,5,22,0,2,3,0,2011,9,24,2015,3,24, Card II TYPE,532.665,0,1746.84,0,36.45,0,28,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1286,6
M490,VALID,PRM,Open,Female,Western,RENTED,63,Three Full Years,5,14,21,0,2,3,0,2011,10,10,2015,3,10, Card II TYPE,649.74,0,2012.6,0,236.15,0,43,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,20
M491,VALID,PRP,Open,Male,Northern,RENTED,37,Three Full Years,5,0,21,0,0,3,0,2014,6,14,2016,5,17, Card II TYPE,852.39,0,1892.99,544,411.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,-412
M492,VALID,PWR,Open,Male,Eastern,RENTED,41,Three Full Years,4,10,7,0,0,3,0,2011,10,3,2015,4,3, Card II TYPE,643.23,0,1780.37,0,223.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,-3
M493,VALID,CNN,Open,Female,Northern,RENTED,63,Three Full Years,3,13,22,0,0,3,0,2013,11,6,2015,3,21, Card II TYPE,636.09,0,1893.26,0,139.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,9
M494,VALID,PWR,Open,Male,Eastern,RENTED,39,Three Full Years,4,5,17,0,0,3,0,2013,11,1,2016,3,20, Card II TYPE,643.23,0,2034.63,204,322.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,-355
M495,VALID,POP,Open,Male,Northern,RENTED,38,Three Full Years,3,0,12,0,0,3,0,2011,9,28,2015,3,28, Card II TYPE,728.28,0,2088.1,0,459.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,2
M496,VALID,PWR,Open,Male,Northern,RENTED,54.10616667,Three Full Years,4,0,22,0,1,3,0,2012,8,29,2015,3,19, Card II TYPE,668.64,0,2081.78,0,59.45,0,48,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,11
M497,VALID,PWR,Open,Male,Northern,RENTED,43.46020833,Three Full Years,3,0,7,0,0,3,0,2012,7,7,2015,3,19, Card II TYPE,642.39,0,2014.74,0,161.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,11
M498,VALID,PWR,Open,Male,Northern,RENTED,78,Three Full Years,4,5,22,0,0,3,0,2011,9,27,2015,3,27, Card II TYPE,682.29,0,1866.99,0,35.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,3
M499,VALID,POP,Open,Male,Eastern,RENTED,45.9175,Three Full Years,3,0,12,0,0,3,0,2011,9,28,2015,3,28,Paper based/Post,9.555,0,2130.6,0,468.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,2
M500,VALID,PWM,Open,Female,Eastern,RENTED,67,Three Full Years,7,14,12,0,0,3,0,2012,9,11,2015,3,28, Card II TYPE,1170.54,0,2162.39,19,788.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,2
M501,VALID,PMM,Open,Male,Northern,BOUGHT,50,Three Full Years,3,0,7,0,2,3,0,2015,1,14,2016,12,24, Card II TYPE,3590.265,0,1867.87,0,118.8,0,77,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,76,-629
M502,VALID,POP,Open,Male,Northern,RENTED,39,Three Full Years,6,20,12,0,0,3,0,2011,9,27,2015,3,27, Card II TYPE,952.56,0,1876.59,0,384.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,3
M503,VALID,MXX,Open,Female,Eastern,RENTED,67,Three Full Years,4,0,17,0,0,3,0,2012,4,28,2015,3,26, Card II TYPE,1486.695,0,1937.37,0,249.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,4
M504,VALID,PWR,Open,Male,Eastern,RENTED,53,Three Full Years,8,6,21,0,0,3,0,2011,9,27,2015,3,27, Card I TYPE,718.515,0,2005.67,645,518.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,3
M505,VALID,PWR,Open,Female,Western,BOUGHT,67,Three Full Years,8,14,22,0,0,3,0,2011,9,29,2015,3,29, Card II TYPE,597.87,0,1799.76,0,39.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,1
M506,VALID,PWR,Open,Male,Northern,BOUGHT,79,Three Full Years,2,10,12,0,0,3,0,2011,9,26,2015,3,26, Card II TYPE,561.645,0,2148.75,0,149.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,4
M507,VALID,PWR,Open,Male,Western,BOUGHT,26,Three Full Years,3,0,7,0,0,3,0,2011,10,5,2015,4,5, Card II TYPE,597.87,0,1715.7,23,253.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,-5
M508,VALID,PWR,Open,Female,Western,RENTED,53.72133333,Three Full Years,2,0,12,0,0,3,0,2011,9,29,2015,3,29, Card II TYPE,646.275,0,1681.07,0,136.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,1
M509,VALID,PWR,Open,Male,Northern,RENTED,37,Three Full Years,5,20,17,0,0,3,0,2011,10,12,2015,3,12, Card II TYPE,2013.9,0,1843.21,0,218.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,18
M510,VALID,PWR,Open,Female,Northern,BOUGHT,48,Three Full Years,2,0,12,0,0,3,0,2011,9,29,2015,3,29, Card II TYPE,604.8,0,1733.55,0,18.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,1
M511,VALID,PWR,Open,Male,Western,RENTED,63,Three Full Years,8,14,17,0,0,3,0,2011,10,5,2015,4,5, Card II TYPE,644.385,0,1710.03,0,66.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,-5
M512,VALID,POP,Open,Male,Eastern,BOUGHT,53.01533333,Three Full Years,5,0,22,0,0,3,0,2011,10,13,2015,3,13, Card II TYPE,978.915,0,1684.8,0,28.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,17
M513,VALID,PWR,Open,Male,Eastern,RENTED,49,Three Full Years,6,12,22,0,0,3,0,2011,9,30,2015,3,30, Card II TYPE,644.385,0,2176.88,0,206.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0
M514,VALID,PWR,Open,Male,Eastern,RENTED,62,Three Full Years,4,0,12,0,0,3,0,2011,9,29,2015,3,29,Paper based/Post,696.465,0,1709.79,0,7.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,1
M515,VALID,PWR,Open,Female,Eastern,RENTED,53,Three Full Years,5,0,12,1,0,3,0,2011,9,29,2015,3,29, Card II TYPE,645.225,0,1741.93,0,28.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,1
M516,VALID,PWR,Open,Female,Eastern,RENTED,47,Three Full Years,3,6,17,0,0,3,0,2011,9,28,2015,3,28, Card II TYPE,645.54,0,1694.63,0,133.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,2
M517,VALID,KLA,Open,Male,Southern,RENTED,48.18065217,Three Full Years,4,0,7,0,1,3,0,2011,9,29,2015,3,29, Card II TYPE,1081.395,0,1080.16,0,184.3,0,54,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1281,1
M518,VALID,PWR,Open,Male,Western,RENTED,52.62666667,Three Full Years,6,0,12,0,0,2,0,2011,10,14,2015,3,31, Card II TYPE,644.385,0,2162.12,0,258.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,-1
M519,VALID,PWR,Open,Male,Eastern,BOUGHT,59,Three Full Years,7,5,22,0,0,3,0,2011,9,28,2015,3,28, Card II TYPE,597.87,0,1840.54,0,129.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,2
M520,VALID,KLA,Open,Male,Eastern,BOUGHT,46.42833333,Three Full Years,3,0,7,0,4,3,0,2012,9,29,2015,4,3, Card II TYPE,1140.195,0,2013.73,0,831.7,0,45,3,1,3,0,0,4,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,916,-3
M521,VALID,KLA,Open,Female,Northern,RENTED,32,Three Full Years,5,0,2,0,0,3,0,2011,10,13,2015,3,13, Card II TYPE,1179.885,0,1903.17,68,387.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,17
M522,VALID,PWR,Open,Female,Eastern,RENTED,56,Three Full Years,1,14,17,0,0,3,0,2012,4,3,2015,3,30, Card II TYPE,682.29,0,1955.62,0,120.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0
M523,VALID,PRM,Open,Female,Northern,RENTED,56,Three Full Years,4,0,22,0,0,3,0,2011,10,1,2015,4,5, Card I TYPE,753.585,0,2164.78,138,289.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,-5
M524,VALID,PWR,Open,Male,Northern,RENTED,49,Three Full Years,5,0,12,0,0,3,0,2011,10,6,2015,3,6, Card I TYPE,637.035,0,2034.45,0,204.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,24
M525,VALID,KLA,Open,Female,Eastern,RENTED,16,Three Full Years,3,0,7,0,0,3,0,2011,10,6,2015,4,3, Card II TYPE,1065.54,0,2067.96,0,404.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,-3
M526,VALID,POP,Open,Female,Northern,RENTED,74,Three Full Years,3,0,12,0,0,3,0,2011,10,3,2015,4,3, Card II TYPE,1009.575,0,2091.78,2,319.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,-3
M527,VALID,PRP,Open,Female,Northern,RENTED,34,Three Full Years,6,0,22,0,1,3,1,2011,10,28,2015,3,28, Card II TYPE,322.98,207.6,2057.62,133,187.95,0,60,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,2
M528,VALID,KLA,Open,Female,Northern,RENTED,31,Three Full Years,4,0,17,0,2,3,0,2011,10,11,2016,3,11, Card II TYPE,682.29,0,2027.6,0,518.85,0,32,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1269,-346
M529,VALID,KLA,Open,Female,Northern,RENTED,48,Three Full Years,3,0,17,0,0,3,0,2011,10,4,2015,4,4, Card II TYPE,1068.375,0,1846.65,0,253.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,-4
M530,VALID,PWR,Open,Male,Northern,BOUGHT,51.36,Three Full Years,6,0,17,0,2,2,0,2011,10,18,2015,3,18, Card II TYPE,1966.02,0,1843.32,228,459.95,0,54,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1262,12
M531,VALID,PRR,Open,Male,Northern,BOUGHT,47,Three Full Years,8,13,7,0,0,3,0,2011,10,4,2015,4,4, Card II TYPE,966.525,0,1592.54,0,150.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,-4
M532,VALID,MXX,Open,Female,Eastern,BOUGHT,36,Three Full Years,4,0,17,0,0,3,0,2011,10,7,2015,3,7, Card II TYPE,1364.895,0,1814.92,0,362.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,23
M533,VALID,KLA,Open,Male,Western,RENTED,57,Three Full Years,6,9,12,0,0,3,0,2011,10,6,2015,3,7, Card II TYPE,1193.01,0,1942.15,92,735.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,23
M534,VALID,PWR,Open,Male,Eastern,RENTED,46,Three Full Years,2,0,7,0,1,2,0,2011,11,15,2015,4,2, Card II TYPE,648.375,0,2078.19,5,283.7,0,84,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1235,-2
M535,VALID,PWR,Open,Male,Southern,RENTED,69,Three Full Years,9,14,17,0,0,3,0,2011,10,11,2015,3,11, Card II TYPE,642.18,0,1815.25,0,182,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,19
M536,VALID,PWR,Open,Female,Eastern,RENTED,56,Three Full Years,3,0,7,1,0,3,1,2011,10,10,2015,3,10, Card II TYPE,780.15,643,1867.68,0,87.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,20
M537,VALID,CHC,Open,Female,Eastern,RENTED,77,Three Full Years,3,14,22,1,5,3,0,2011,10,12,2015,3,12, Card II TYPE,645.54,0,134.1,0,2.85,0,38,2,1,4,0,0,3,3,0,3,0,0,2,2,0,0,0,0,0,0,0,1,1268,18
M538,VALID,PWR,Open,Female,Northern,RENTED,39,Three Full Years,3,0,2,0,0,3,0,2011,10,6,2015,3,6, Card I TYPE,782.25,0,2036.54,12,221.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,24
M539,INVALID,PWR,Open,Male,Northern,RENTED,65,Three Full Years,3,10,7,0,0,3,0,2011,10,11,2015,3,11, Card II TYPE,906.78,0,1616.1,0,272.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,19
M540,INVALID,PWR,Open,Female,Northern,RENTED,60,Three Full Years,3,0,17,0,0,3,0,2011,10,7,2015,3,8,Paper based/Post,648.165,0,2175.7,0,136.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,22
M541,VALID,PWR,Open,Male,Eastern,RENTED,54,Three Full Years,6,10,22,0,0,3,0,2011,10,10,2015,3,10, Card II TYPE,720.09,0,2083.99,0,298.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,20
M542,VALID,PWR,Open,Male,Eastern,RENTED,48,Three Full Years,2,5,7,0,0,3,0,2011,10,8,2015,3,8, Card II TYPE,718.515,0,1880.17,0,239.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,22
M543,VALID,PWR,Open,Male,Western,RENTED,64,Three Full Years,5,0,21,0,2,3,0,2011,10,10,2015,3,10, Card II TYPE,646.695,0,2102.41,119,273.35,0,29,3,1,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1270,20
M544,VALID,PWR,Open,Female,Eastern,RENTED,46,Three Full Years,3,0,21,0,0,3,1,2011,10,19,2015,3,19, Card I TYPE,645.54,514.8,2108.97,0,287.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,11
M545,VALID,PWR,Open,Male,Western,RENTED,51.40738095,Three Full Years,6,0,12,0,0,3,0,2011,10,11,2015,3,12, Card II TYPE,647.85,0,1864.34,0,207.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,18
M546,VALID,PWR,Open,Female,Eastern,RENTED,59,Three Full Years,3,0,7,0,1,3,0,2011,10,13,2015,3,13, Card II TYPE,723.66,0,1714.19,0,147.2,0,18,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1267,17
M547,VALID,PMM,Open,Male,Northern,BOUGHT,59,Three Full Years,6,6,22,0,2,3,0,2015,1,23,2017,1,17, Card II TYPE,419.475,0,1468.82,0,132,0,70,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,67,-657
M548,VALID,MXX,Open,Male,Eastern,RENTED,50.09,Three Full Years,5,0,22,0,1,3,0,2011,10,17,2015,3,17, Card I TYPE,1434.51,0,2155.13,1137,995.95,0,17,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1263,13
M549,VALID,PWR,Open,Male,Eastern,RENTED,60,Three Full Years,7,6,21,0,0,3,0,2011,10,13,2015,3,13, Card I TYPE,1041.81,0,2147.95,0,188.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,17
M550,VALID,KLA,Open,Female,Northern,RENTED,30,Three Full Years,8,0,7,0,3,2,2,2011,10,18,2015,3,18, Card II TYPE,776.895,906.7,1704.08,91,751.6,0,55,3,2,1,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1262,12
