,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,payment_number,Default_number
2708,M2743,2013-06-17,VALID,PWR,Open,Female,Eastern,RENTED,,Three Full Years,4.0,0.0,4.0,2015-06-17,0,0,0,3,0
2709,M2744,2013-06-14,VALID,PWR,Open,Male,Western,RENTED,57.0,Three Full Years,6.0,0.0,22.0,2015-06-14,0,0,0,3,0
2710,M2745,2013-06-13,VALID,PRR,Open,Female,Eastern,RENTED,58.0,Three Full Years,5.0,0.0,22.0,2015-06-13,0,0,0,4,0
2711,M2746,2013-06-14,VALID,PWR,Open,Female,Eastern,BOUGHT,51.0,Three Full Years,4.0,9.0,7.0,2015-06-14,0,0,0,3,0
2712,M2747,2013-06-14,VALID,CNN,Closed,Male,Eastern,BOUGHT,41.0,,3.0,0.0,12.0,,0,0,2,2,2
2713,M2748,2013-06-14,VALID,CNN,Open,,Eastern,RENTED,,Three Full Years,,,,2015-06-14,0,0,0,3,0
2714,M2749,2013-06-21,VALID,PRM,Open,Male,Eastern,RENTED,39.0,Three Full Years,4.0,0.0,2.0,2015-06-21,0,0,1,3,0
2715,M2750,2013-06-18,VALID,PRM,Open,Male,Northern,RENTED,,Three Full Years,4.0,0.0,4.0,2015-06-18,0,0,0,3,0
2716,M2751,2013-06-15,VALID,CNN,Open,Female,Western,RENTED,57.0,Three Full Years,5.0,0.0,4.0,2015-06-15,0,0,0,3,0
2717,M2752,2013-06-15,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-12-15,0,0,3,3,0
2718,M2753,2013-06-15,VALID,CNN,Open,Male,Northern,RENTED,60.0,Three Full Years,5.0,0.0,22.0,2015-06-15,0,0,0,3,0
2719,M2754,2013-06-16,VALID,CHC,Open,Male,Southern,RENTED,52.0,Three Full Years,6.0,0.0,7.0,2015-06-16,0,0,0,3,0
2720,M2755,2013-06-16,VALID,CNN,Open,Male,Eastern,RENTED,37.0,Three Full Years,3.0,0.0,12.0,2015-07-16,0,0,0,3,0
2721,M2756,2013-06-18,VALID,PWR,Open,,Northern,BOUGHT,,Three Full Years,,,,2015-06-18,0,0,0,3,0
2722,M2757,2013-06-18,VALID,PWR,Open,Male,Western,RENTED,63.0,Three Full Years,10.0,6.0,22.0,2015-06-18,0,0,0,3,0
2723,M2758,2013-06-17,VALID,PRR,Open,Female,Northern,RENTED,56.0,Three Full Years,13.0,5.0,21.0,2015-06-17,0,0,1,3,0
2724,M2759,2013-06-18,VALID,PRP,Open,,Eastern,RENTED,,Three Full Years,,,,2015-06-18,0,0,1,2,1
2725,M2760,2013-06-18,VALID,KLA,Open,Male,Northern,RENTED,47.0,Three Full Years,4.0,0.0,21.0,2015-06-18,0,0,0,3,0
2726,M2761,2013-06-16,VALID,PPL,Open,Female,Northern,Second Hand,52.0,,4.0,0.0,21.0,,0,0,1,3,0
2727,M2762,2013-06-21,VALID,PWR,Open,Female,Northern,RENTED,38.0,Three Full Years,3.0,0.0,4.0,2015-06-21,0,0,0,4,2
2728,M2763,2013-06-26,VALID,CNN,Open,Female,Northern,RENTED,26.0,Three Full Years,6.0,0.0,17.0,2015-06-26,0,0,1,3,1
2729,M2764,2013-06-20,VALID,CHC,Open,Female,Northern,RENTED,44.0,Three Full Years,6.0,7.0,17.0,2015-06-20,0,0,0,3,0
2730,M2765,2013-06-19,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2015-06-19,0,0,0,3,0
2731,M2766,2013-06-21,VALID,PWM,Open,,Eastern,RENTED,,Three Full Years,,,,2015-06-21,0,0,0,3,0
2732,M2767,2013-06-19,VALID,CHC,Closed,,Western,BOUGHT,,,,,,,0,0,0,0,0
2733,M2768,2013-06-20,INVALID,CNN,Open,Male,Western,RENTED,,Three Full Years,3.0,0.0,17.0,2015-06-20,0,0,0,3,0
2734,M2769,2013-06-28,VALID,CNN,Open,Female,Northern,RENTED,44.0,Three Full Years,3.0,0.0,2.0,2015-06-28,0,0,0,3,0
2735,M2770,2013-06-21,VALID,KLA,Open,Male,Southern,RENTED,47.0,Three Full Years,3.0,0.0,1.0,2015-11-21,0,0,2,3,0
2736,M2771,2013-06-22,VALID,CNN,Open,Male,Northern,RENTED,48.0,Three Full Years,3.0,14.0,21.0,2015-06-22,0,0,0,3,0
2737,M2772,2013-06-21,VALID,CNN,Open,Female,Northern,RENTED,61.0,Three Full Years,3.0,0.0,17.0,2015-06-21,0,0,0,3,0
2738,M2773,2013-06-23,VALID,PWR,Closed,,Northern,RENTED,,,,,,,0,0,0,3,0
2739,M2774,2013-06-20,VALID,CNN,Open,Female,Western,RENTED,69.0,Three Full Years,5.0,14.0,17.0,2015-06-20,0,0,1,3,0
2740,M2775,2013-06-21,VALID,CNN,Open,Female,Northern,RENTED,55.0,Three Full Years,4.0,10.0,17.0,2015-06-21,0,0,1,3,0
2741,M2776,2013-06-27,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-06-27,0,0,0,3,0
2742,M2777,2013-06-21,VALID,PRM,Open,Female,Northern,RENTED,42.0,Three Full Years,3.0,0.0,4.0,2015-06-21,0,0,0,3,0
2743,M2778,2013-06-21,VALID,PWR,Open,Female,Eastern,RENTED,25.0,Three Full Years,4.0,0.0,12.0,2015-06-21,0,0,0,3,0
2744,M2779,2013-06-22,VALID,CNN,Open,Male,Eastern,RENTED,,Three Full Years,4.0,0.0,4.0,2015-06-22,0,0,0,3,0
2745,M2780,2013-06-21,VALID,PWR,Open,Male,Northern,RENTED,17.0,Three Full Years,6.0,14.0,22.0,2015-06-21,0,0,0,3,0
2746,M2781,2013-06-21,VALID,CNN,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,1.0,2015-06-21,0,0,0,3,0
2747,M2782,2013-06-22,VALID,PWR,Open,Male,Eastern,RENTED,55.0,Three Full Years,4.0,10.0,22.0,2015-06-22,2015-05-20 00:00:00,1,5,2,2
2748,M2783,2013-06-22,VALID,PPL,Open,Male,Northern,RENTED,47.0,Three Full Years,5.0,0.0,22.0,2015-06-22,0,0,8,3,0
2749,M2784,2013-06-23,VALID,PWR,Open,Male,Northern,RENTED,35.0,Three Full Years,3.0,0.0,7.0,2015-06-23,0,0,0,3,0
2750,M2785,2013-06-24,VALID,KLA,Open,Male,Southern,RENTED,26.0,Three Full Years,3.0,0.0,17.0,2015-06-24,0,0,2,3,0
2751,M2786,2013-06-25,VALID,PWR,Open,Male,Northern,RENTED,46.0,Three Full Years,5.0,10.0,12.0,2015-06-30,0,0,2,3,0
2752,M2787,2013-06-26,VALID,PWR,Open,Female,Eastern,RENTED,40.0,Three Full Years,8.0,13.0,17.0,2015-06-26,0,0,0,3,0
2753,M2788,2013-06-25,VALID,CNN,Open,Female,Eastern,RENTED,23.0,Three Full Years,4.0,0.0,4.0,2015-06-25,0,0,0,3,0
2754,M2789,2013-06-26,VALID,PWR,Open,Male,Eastern,RENTED,29.0,Three Full Years,3.0,0.0,1.0,2015-06-26,0,0,0,3,0
2755,M2790,2013-06-26,INVALID,CNN,Open,Male,Eastern,RENTED,66.0,Three Full Years,3.0,6.0,17.0,2015-06-26,0,0,0,3,1
2756,M2791,2013-06-26,VALID,CNN,Open,Male,Northern,RENTED,51.0,Three Full Years,4.0,0.0,7.0,2015-06-26,0,0,0,2,0
2757,M2792,2013-06-28,VALID,CNN,Open,Female,Eastern,RENTED,64.0,Three Full Years,6.0,14.0,22.0,2015-06-28,0,0,0,3,0
2758,M2793,2013-06-28,VALID,ESS,Open,Female,Eastern,RENTED,36.0,Three Full Years,4.0,0.0,4.0,2015-06-28,0,0,0,3,0
2759,M2794,2013-06-27,VALID,CNN,Open,Male,Northern,RENTED,31.0,Three Full Years,9.0,0.0,12.0,2015-06-27,0,0,1,4,0
2760,M2795,2013-06-27,VALID,CNN,Open,Female,Northern,RENTED,,Three Full Years,3.0,0.0,12.0,2015-06-27,0,0,0,3,0
2761,M2796,2013-06-27,VALID,CNN,Open,Male,Eastern,RENTED,54.0,Three Full Years,5.0,0.0,12.0,2015-06-27,0,0,0,3,0
2762,M2797,2013-06-27,VALID,CNN,Open,Female,Northern,RENTED,60.0,Three Full Years,4.0,0.0,17.0,2015-06-27,0,0,0,3,0
2763,M2798,2013-06-28,VALID,PWR,Open,Male,Northern,RENTED,56.0,Three Full Years,5.0,0.0,17.0,2015-06-28,0,0,0,3,0
2764,M2799,2013-06-27,VALID,CNN,Open,Female,Western,RENTED,27.0,Three Full Years,5.0,0.0,12.0,2015-06-27,0,0,0,3,0
2765,M2800,2013-06-28,INVALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-06-28,0,0,0,3,0
2766,M2801,2013-06-28,VALID,CNN,Open,Male,Southern,RENTED,58.0,Three Full Years,7.0,10.0,17.0,2015-06-28,0,0,0,3,0
2767,M2802,2013-07-03,VALID,PWR,Open,Male,Northern,RENTED,63.0,Three Full Years,3.0,20.0,7.0,2015-07-03,0,0,0,3,0
2768,M2803,2013-06-28,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2015-06-28,0,0,0,4,1
2769,M2804,2013-06-28,VALID,POP,Open,,Eastern,BOUGHT,,Three Full Years,,,,2015-06-28,0,0,0,3,0
2770,M2805,2013-06-30,VALID,CNN,Open,Male,Western,RENTED,58.0,Three Full Years,3.0,5.0,17.0,2015-06-30,0,0,2,3,0
2771,M2806,2013-07-09,VALID,CNN,Closed,Female,Eastern,RENTED,61.0,,3.0,14.0,21.0,,0,0,1,0,0
2772,M2807,2013-06-30,VALID,CNN,Open,Female,Eastern,RENTED,57.0,Three Full Years,4.0,9.0,4.0,2015-06-30,0,0,0,2,0
2773,M2808,2013-07-02,VALID,CNN,Open,Male,Northern,RENTED,57.0,Three Full Years,2.0,0.0,22.0,2015-07-02,0,0,0,3,0
2774,M2809,2013-06-30,VALID,PPL,Open,Female,Northern,RENTED,40.0,Three Full Years,1.0,20.0,7.0,2015-06-30,0,0,1,3,0
2775,M2810,2013-07-05,VALID,PRP,Open,Male,Eastern,RENTED,65.0,Three Full Years,3.0,18.0,17.0,2015-11-16,0,0,3,2,0
2776,M2811,2013-06-30,VALID,PWR,Open,Male,Northern,RENTED,42.0,Three Full Years,6.0,0.0,17.0,2015-06-30,0,0,0,2,1
2777,M2812,2013-07-02,VALID,POP,Open,,Northern,BOUGHT,,Three Full Years,,,,2015-07-02,0,0,0,3,0
2778,M2813,2013-07-02,VALID,MXX,Open,Female,Western,RENTED,47.0,Three Full Years,5.0,5.0,4.0,2015-07-02,0,0,0,3,0
2779,M2814,2013-06-30,VALID,PWR,Open,Female,Eastern,RENTED,88.0,Three Full Years,3.0,0.0,22.0,2015-06-30,0,0,0,3,0
2780,M2815,2013-07-02,VALID,PWR,Open,Male,Eastern,RENTED,49.0,Three Full Years,8.0,0.0,12.0,2015-07-02,2015-05-30 00:00:00,1,0,3,0
2781,M2816,2013-06-29,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-06-29,0,0,0,3,0
2782,M2817,2013-07-03,VALID,KLA,Open,Male,Northern,RENTED,62.0,Three Full Years,5.0,0.0,22.0,2015-07-03,0,0,0,3,0
2783,M2818,2013-07-02,VALID,PRM,Open,Female,Northern,RENTED,,Three Full Years,8.0,0.0,2.0,2015-07-02,0,0,2,2,0
2784,M2819,2013-07-03,VALID,PWR,Open,Female,Eastern,RENTED,38.0,Three Full Years,5.0,0.0,4.0,2015-07-03,0,0,0,3,0
2785,M2820,2013-07-01,VALID,CNN,Open,Female,Northern,RENTED,,Three Full Years,3.0,0.0,4.0,2015-07-01,0,0,0,3,0
2786,M2821,2013-07-05,VALID,PWR,Open,,Southern,RENTED,,Three Full Years,,,,2015-10-05,0,0,0,3,0
2787,M2822,2013-07-02,VALID,CHC,Open,Female,Eastern,RENTED,70.0,Three Full Years,8.0,14.0,17.0,2015-07-02,0,0,0,3,0
2788,M2823,2013-07-04,VALID,KLA,Open,Female,Eastern,RENTED,24.0,Three Full Years,5.0,0.0,4.0,2015-07-04,0,0,0,3,0
2789,M2824,2013-07-03,VALID,ESS,Open,Female,Northern,RENTED,60.0,Three Full Years,4.0,0.0,17.0,2015-07-03,0,0,1,2,0
2790,M2825,2013-07-03,VALID,ESS,Closed,,Northern,BOUGHT,,,,,,,0,0,3,2,0
2791,M2826,2013-07-05,VALID,PWR,Open,Male,Northern,BOUGHT,31.0,Three Full Years,5.0,0.0,1.0,2015-07-05,0,0,2,3,0
2792,M2827,2013-07-05,VALID,PWR,Closed,,Western,RENTED,,,,,,,2015-04-15 00:00:00,1,0,0,1
2793,M2828,2013-07-10,VALID,PWR,Open,Female,Northern,RENTED,54.0,Three Full Years,4.0,0.0,21.0,2015-07-10,0,0,0,3,0
2794,M2829,2013-07-06,VALID,PPL,Open,Male,Western,RENTED,68.0,Three Full Years,4.0,14.0,21.0,2015-07-06,0,0,1,3,0
2795,M2830,2013-07-08,VALID,PWR,Open,Male,Northern,RENTED,59.0,Three Full Years,3.0,0.0,4.0,2015-07-08,0,0,1,3,0
2796,M2831,2013-07-07,VALID,PRM,Open,Female,Eastern,RENTED,42.0,Three Full Years,3.0,0.0,17.0,2015-07-07,0,0,2,3,0
2797,M2832,2013-07-07,VALID,PPL,Open,Male,Eastern,RENTED,69.0,Three Full Years,4.0,6.0,22.0,2015-07-07,0,0,0,3,2
2798,M2833,2013-07-10,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-10,0,0,0,3,0
2799,M2834,2013-07-24,VALID,MXX,Open,Male,Northern,RENTED,61.0,Three Full Years,9.0,18.0,12.0,2015-07-24,0,0,0,3,0
2800,M2835,2013-07-09,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-20,0,0,0,3,0
2801,M2836,2013-07-10,VALID,PWR,Open,Male,Northern,RENTED,53.0,Three Full Years,3.0,0.0,4.0,2015-07-10,0,0,0,3,0
2802,M2837,2013-07-07,VALID,PPL,Open,,Western,RENTED,,Three Full Years,,,,2015-07-07,0,0,1,3,0
2803,M2838,2013-07-09,VALID,PRR,Open,,Western,RENTED,,Three Full Years,,,,2015-07-09,0,0,2,3,0
2804,M2839,2013-07-09,VALID,PPL,Open,Female,Northern,RENTED,,Three Full Years,6.0,0.0,4.0,2015-07-03,0,0,0,3,0
2805,M2840,2013-07-10,VALID,CNN,Open,Female,Eastern,RENTED,61.0,Three Full Years,4.0,20.0,22.0,2015-07-10,0,0,0,3,0
2806,M2841,2013-07-14,VALID,CNN,Open,Female,Northern,RENTED,59.0,Three Full Years,4.0,5.0,4.0,2015-07-14,0,0,0,3,0
2807,M2842,2013-07-14,VALID,KLA,Open,Male,Western,RENTED,53.0,Three Full Years,6.0,0.0,12.0,2015-07-14,0,0,0,3,0
2808,M2843,2013-07-12,VALID,PWR,Open,Male,Eastern,RENTED,40.0,Three Full Years,4.0,0.0,21.0,2015-07-12,0,0,0,3,0
2809,M2844,2013-07-11,VALID,PWR,Open,Male,Southern,RENTED,54.0,Three Full Years,6.0,0.0,7.0,2015-07-11,0,0,0,3,0
2810,M2845,2013-07-12,VALID,PWR,Open,Male,Eastern,RENTED,57.0,Three Full Years,9.0,0.0,22.0,2015-07-12,0,0,0,3,0
2811,M2846,2013-07-14,VALID,PRM,Open,Male,Northern,RENTED,42.0,Three Full Years,1.0,0.0,4.0,2015-07-14,0,0,2,3,0
2812,M2847,2013-07-20,VALID,PWM,Open,Female,Northern,RENTED,,Three Full Years,6.0,0.0,4.0,2015-07-20,0,0,0,3,0
2813,M2848,2013-07-20,VALID,CNN,Open,Female,Eastern,RENTED,74.0,Three Full Years,8.0,14.0,17.0,2015-07-20,0,0,5,3,0
2814,M2849,2013-07-12,VALID,CNN,Open,Female,Northern,RENTED,68.0,Three Full Years,4.0,13.0,17.0,2015-07-12,0,0,1,3,0
2815,M2850,2013-07-13,VALID,POP,Open,Male,Eastern,RENTED,,Three Full Years,3.0,0.0,12.0,2015-07-13,0,0,1,3,0
2816,M2851,2013-07-13,VALID,CNN,Closed,Male,Northern,RENTED,41.0,,6.0,0.0,22.0,,0,0,1,1,0
2817,M2852,2013-07-13,VALID,PWR,Open,Female,Eastern,RENTED,57.0,Three Full Years,3.0,14.0,7.0,2015-07-13,0,0,0,3,0
2818,M2853,2013-07-12,INVALID,POP,Open,Male,Western,RENTED,62.0,Three Full Years,6.0,6.0,21.0,2015-07-12,0,0,0,3,0
2819,M2854,2013-07-12,VALID,CNN,Closed,Female,Eastern,RENTED,55.0,,5.0,0.0,4.0,,2015-05-10 00:00:00,1,1,1,0
2820,M2855,2013-07-12,VALID,MXX,Open,Female,Eastern,RENTED,36.0,Three Full Years,3.0,0.0,21.0,2015-07-12,0,0,0,3,0
2821,M2856,2013-07-14,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-14,0,0,0,3,0
2822,M2857,2013-07-12,VALID,CNN,Open,Male,Northern,RENTED,56.0,Three Full Years,7.0,5.0,22.0,2015-07-12,0,0,1,3,0
2823,M2858,2013-07-28,VALID,PWR,Open,Male,Northern,RENTED,41.0,Three Full Years,8.0,12.0,22.0,2015-07-28,0,0,0,3,0
2824,M2859,2013-07-14,VALID,PRM,Open,Female,Eastern,RENTED,63.0,Three Full Years,5.0,6.0,4.0,2015-07-14,0,0,0,3,0
2825,M2860,2013-07-16,VALID,CNN,Open,Male,Eastern,RENTED,40.0,Three Full Years,5.0,5.0,17.0,2015-07-16,0,0,0,3,0
2826,M2861,2013-07-14,VALID,CNN,Open,Female,Northern,RENTED,34.0,Three Full Years,3.0,0.0,4.0,2015-07-14,0,0,0,3,0
2827,M2862,2013-07-16,VALID,PRM,Open,Male,Northern,RENTED,61.0,Three Full Years,4.0,14.0,22.0,2015-07-16,0,0,1,3,0
2828,M2863,2013-07-15,INVALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-15,0,0,0,3,1
2829,M2864,2013-07-15,VALID,CNN,Open,Male,Northern,RENTED,64.0,Three Full Years,4.0,6.0,4.0,2015-07-15,0,0,1,3,0
2830,M2865,2013-07-14,INVALID,PWR,Open,Male,Northern,RENTED,60.0,Three Full Years,6.0,14.0,22.0,2015-07-14,0,0,0,3,0
2831,M2866,2013-08-17,INVALID,PWR,Open,Female,Northern,RENTED,47.0,Three Full Years,5.0,0.0,7.0,2015-08-24,0,0,2,3,0
2832,M2867,2013-07-18,VALID,CNN,Open,Female,Northern,RENTED,,Three Full Years,5.0,0.0,1.0,2015-07-18,0,0,0,3,0
2833,M2868,2013-08-05,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2015-08-05,0,0,0,3,0
2834,M2869,2013-07-14,VALID,PRR,Open,Female,Eastern,RENTED,50.0,Three Full Years,4.0,0.0,4.0,2015-07-14,0,0,0,3,0
2835,M2870,2013-07-18,VALID,CNN,Open,Female,Eastern,RENTED,57.0,Three Full Years,6.0,8.0,22.0,2015-07-18,0,0,0,3,0
2836,M2871,2013-07-16,INVALID,POP,Open,Female,Eastern,RENTED,,Three Full Years,2.0,0.0,1.0,2015-07-06,0,0,0,3,0
2837,M2872,2013-07-28,VALID,POP,Open,Male,Northern,BOUGHT,36.0,Three Full Years,7.0,0.0,17.0,2015-07-28,0,0,0,3,0
2838,M2873,2013-07-16,VALID,CNN,Open,Female,Eastern,RENTED,73.0,Three Full Years,6.0,5.0,22.0,2015-07-16,0,0,7,3,1
2839,M2874,2013-07-19,VALID,CNN,Open,Female,Eastern,RENTED,38.0,Three Full Years,4.0,0.0,22.0,2015-08-16,0,0,2,0,0
2840,M2875,2013-07-19,INVALID,PPL,Open,Female,Western,RENTED,67.0,Three Full Years,3.0,0.0,17.0,2015-07-19,0,0,1,3,1
2841,M2876,2013-07-17,INVALID,CNN,Open,Male,Eastern,RENTED,,Three Full Years,3.0,0.0,7.0,2015-07-17,0,0,0,3,0
2842,M2877,2013-07-18,VALID,PRR,Open,Female,Eastern,RENTED,42.0,Three Full Years,6.0,5.0,22.0,2015-07-18,0,0,1,3,1
2843,M2878,2013-07-19,VALID,CNN,Open,Female,Eastern,RENTED,65.0,,5.0,0.0,22.0,,0,0,0,3,0
2844,M2879,2013-07-18,VALID,KLA,Open,Male,Western,RENTED,67.0,Three Full Years,6.0,19.0,17.0,2015-07-18,0,0,0,3,0
2845,M2880,2013-07-18,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-07-18,0,0,0,3,0
2846,M2881,2013-07-27,INVALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-27,0,0,2,3,0
2847,M2882,2013-07-18,VALID,PRM,Open,Male,Eastern,RENTED,53.0,Three Full Years,5.0,0.0,22.0,2015-07-18,0,0,0,3,0
2848,M2883,2013-07-18,INVALID,CNN,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-18,0,0,0,3,0
2849,M2884,2013-07-18,VALID,PWR,Open,Female,Southern,RENTED,76.0,Three Full Years,1.0,14.0,22.0,2015-07-18,0,0,0,3,0
2850,M2885,2013-07-18,VALID,PRM,Open,Female,Northern,RENTED,23.0,Three Full Years,2.0,0.0,7.0,2017-03-18,0,0,2,3,0
2851,M2886,2013-07-23,VALID,CNN,Open,Male,Eastern,RENTED,67.0,Three Full Years,2.0,0.0,22.0,2015-07-23,0,0,0,3,0
2852,M2887,2013-07-19,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-09-19,0,0,0,3,0
2853,M2888,2013-07-26,VALID,PWR,Open,Female,Eastern,RENTED,61.0,Three Full Years,3.0,14.0,4.0,2015-07-26,0,0,2,3,0
2854,M2889,2013-07-19,VALID,PWR,Open,Male,Eastern,RENTED,52.0,Three Full Years,4.0,0.0,7.0,2015-07-19,0,0,0,3,0
2855,M2890,2013-07-18,VALID,PRM,Open,Female,Northern,RENTED,34.0,Three Full Years,5.0,0.0,12.0,2015-07-18,0,0,0,3,0
2856,M2891,2013-07-21,VALID,PWR,Closed,Male,Eastern,RENTED,68.0,,1.0,0.0,7.0,,0,0,1,3,0
2857,M2892,2013-07-26,INVALID,CNN,Closed,,Eastern,RENTED,,,3.0,0.0,7.0,,0,0,1,3,1
2858,M2893,2013-07-20,VALID,POP,Open,Male,Eastern,RENTED,,Three Full Years,3.0,0.0,4.0,2015-07-20,0,0,0,3,0
2859,M2894,2013-07-24,VALID,CNN,Open,Male,Eastern,RENTED,47.0,Three Full Years,4.0,0.0,7.0,2015-07-24,0,0,0,3,0
2860,M2895,2013-07-24,VALID,CNN,Open,Male,Northern,RENTED,32.0,Three Full Years,4.0,5.0,4.0,2015-07-24,0,0,0,3,0
2861,M2896,2013-07-27,VALID,CNN,Open,,Western,RENTED,,Three Full Years,,,,2015-07-27,0,0,0,3,0
2862,M2897,2013-07-22,VALID,PWR,Open,Female,Southern,RENTED,63.0,Three Full Years,3.0,0.0,22.0,2015-07-22,0,0,0,3,0
2863,M2898,2013-07-25,VALID,CNN,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-25,0,0,0,3,0
2864,M2899,2013-07-21,VALID,PWR,Open,Female,Eastern,RENTED,58.0,Three Full Years,7.0,9.0,17.0,2015-07-21,0,0,0,3,0
2865,M2900,2013-07-20,VALID,POP,Open,Female,Northern,RENTED,57.0,Three Full Years,6.0,0.0,17.0,2015-07-20,0,0,0,3,0
2866,M2901,2013-08-03,VALID,PWR,Open,Male,Northern,RENTED,28.0,Three Full Years,6.0,0.0,12.0,2015-08-03,0,0,0,3,0
2867,M2902,2013-07-20,VALID,POP,Open,Female,Eastern,RENTED,55.0,Three Full Years,4.0,0.0,4.0,2015-07-20,0,0,0,3,0
2868,M2903,2013-07-29,VALID,PWM,Open,Male,Eastern,RENTED,42.0,Three Full Years,5.0,0.0,4.0,2015-07-29,0,0,0,3,0
2869,M2904,2013-07-26,VALID,CNN,Open,Female,Northern,RENTED,54.0,Three Full Years,3.0,0.0,7.0,2015-12-26,0,0,0,3,0
2870,M2905,2013-07-23,VALID,PWR,Open,Male,Northern,RENTED,38.0,Three Full Years,3.0,0.0,4.0,2015-07-23,0,0,0,3,0
2871,M2906,2013-07-23,VALID,KLA,Open,Male,Northern,RENTED,20.0,Three Full Years,3.0,0.0,4.0,2015-07-23,0,0,2,3,0
2872,M2907,2013-07-23,VALID,PPL,Open,Female,Eastern,RENTED,49.0,Three Full Years,1.0,0.0,4.0,2015-07-23,0,0,5,3,0
2873,M2908,2013-07-25,VALID,PWR,Open,Male,Eastern,RENTED,32.0,Three Full Years,4.0,19.0,4.0,2015-07-25,0,0,2,3,1
2874,M2909,2013-07-23,VALID,KLA,Open,Female,Northern,RENTED,46.0,Three Full Years,6.0,0.0,12.0,2015-07-23,0,0,0,3,0
2875,M2910,2013-08-11,VALID,POP,Open,Female,Northern,RENTED,59.0,Three Full Years,5.0,0.0,12.0,2015-08-11,0,0,0,3,0
2876,M2911,2013-07-27,INVALID,PWR,Open,Female,Western,RENTED,42.0,Three Full Years,6.0,0.0,17.0,2015-07-27,0,0,0,3,0
2877,M2912,2013-07-23,VALID,PRP,Open,Female,Northern,RENTED,30.0,Three Full Years,4.0,0.0,17.0,2015-07-23,0,0,1,3,0
2878,M2913,2013-09-06,VALID,KLA,Open,Female,Northern,RENTED,30.0,Three Full Years,5.0,0.0,4.0,2015-09-06,0,0,0,3,0
2879,M2914,2013-07-26,VALID,PWR,Open,Female,Eastern,RENTED,26.0,Three Full Years,4.0,0.0,7.0,2015-06-26,0,0,1,3,0
2880,M2915,2013-07-25,VALID,PWR,Open,Male,Eastern,RENTED,48.0,Three Full Years,2.0,0.0,4.0,2015-07-25,0,0,0,3,0
2881,M2916,2013-07-30,VALID,KLA,Open,Female,Eastern,RENTED,68.0,Three Full Years,11.0,13.0,22.0,2015-07-30,0,0,2,3,0
2882,M2917,2013-07-26,VALID,PWR,Open,Male,Northern,RENTED,50.0,Three Full Years,4.0,0.0,4.0,2015-07-26,0,0,0,3,0
2883,M2918,2013-08-07,VALID,ESS,Open,Male,Eastern,RENTED,,Three Full Years,3.0,0.0,2.0,2015-08-07,0,0,2,1,1
2884,M2919,2013-07-26,VALID,MXX,Open,Female,Western,RENTED,47.0,Three Full Years,6.0,0.0,17.0,2015-07-26,0,0,0,3,0
2885,M2920,2013-07-30,VALID,POP,Open,Male,Northern,RENTED,41.0,Three Full Years,3.0,0.0,7.0,2015-07-30,0,0,0,3,0
2886,M2921,2013-07-30,VALID,PPL,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,1.0,2015-07-30,0,0,1,3,0
2887,M2922,2013-07-25,VALID,ESS,Open,,Northern,RENTED,,Three Full Years,,,,2015-09-25,0,0,1,3,0
2888,M2923,2013-07-28,VALID,PWR,Open,Male,Northern,RENTED,29.0,Three Full Years,5.0,0.0,7.0,2015-07-28,0,0,2,3,0
2889,M2924,2013-08-04,VALID,CNN,Open,Male,Eastern,RENTED,58.0,Three Full Years,5.0,5.0,22.0,2015-08-04,0,0,0,3,0
2890,M2925,2013-07-26,VALID,PRM,Closed,,Northern,RENTED,,,,,,,0,0,2,1,0
2891,M2926,2013-07-30,VALID,POP,Open,Male,Eastern,RENTED,65.0,Three Full Years,10.0,0.0,17.0,2015-07-30,0,0,7,3,0
2892,M2927,2013-07-27,VALID,PWR,Open,Female,Eastern,RENTED,63.0,Three Full Years,4.0,0.0,17.0,2016-02-27,2015-04-25 00:00:00,1,2,2,0
2893,M2928,2013-07-27,VALID,CNN,Closed,Male,Northern,BOUGHT,52.0,,4.0,0.0,22.0,,0,0,0,0,0
2894,M2929,2013-08-03,VALID,POP,Open,Female,Eastern,RENTED,56.0,Three Full Years,2.0,12.0,17.0,2015-08-03,0,0,2,3,2
