,Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,CommenceDays,Warrentydays
1213,M1248,VALID,PWM,Open,Male,Eastern,BOUGHT,47.65,Three Full Years,4,0,7,0,0,3,0,2012,7,11,2015,3,11, Card II TYPE,596,882,6738,1,2529,0,0,3,994,19
1214,M1249,VALID,PWR,Open,Female,Northern,RENTED,49.0,Three Full Years,6,0,22,0,0,2,0,2012,7,1,2015,3,31, Card II TYPE,2895,882,2292,1,461,0,0,3,1004,-1
1215,M1250,VALID,PWR,Open,Male,Eastern,RENTED,42.0,Three Full Years,3,0,7,0,0,3,0,2012,6,29,2015,3,29, Card I TYPE,2956,882,4477,1,3842,0,0,3,1006,1
1216,M1251,VALID,PWR,Open,Male,Northern,RENTED,69.0,Three Full Years,4,0,22,0,0,3,0,2012,6,30,2015,3,30, Card II TYPE,2394,882,2536,1,6096,0,0,3,1005,0
1217,M1252,VALID,PWR,Open,Male,Eastern,RENTED,41.0,Three Full Years,3,10,4,0,0,3,0,2012,6,30,2015,3,30, Card II TYPE,2575,882,3261,1,773,0,0,3,1005,0
1218,M1253,VALID,PWR,Open,Female,Western,RENTED,60.0,Three Full Years,9,5,22,0,0,3,0,2012,7,4,2015,4,4, Card II TYPE,2965,882,8077,1,1309,0,0,3,1001,-4
1219,M1254,VALID,PWR,Open,Male,Eastern,RENTED,45.466875,Three Full Years,3,0,7,0,4,2,1,2012,7,1,2015,4,5,Paper based/Post,939,866,5726,1,1758,0,47,3,1004,-5
1220,M1255,VALID,PWR,Open,Male,Northern,RENTED,75.0,Three Full Years,3,0,17,0,0,3,0,2012,6,29,2015,3,29, Card II TYPE,2398,882,1107,1,4881,0,0,3,1006,1
1221,M1256,VALID,PWM,Open,Male,Eastern,BOUGHT,46.7725,Three Full Years,3,0,4,0,2,3,0,2012,7,13,2015,3,13, Card II TYPE,910,882,158,1,3840,0,81,3,992,17
1222,M1257,VALID,PRM,Open,Male,Western,RENTED,58.0,Three Full Years,3,20,7,0,1,None,0,2012,6,30,2015,3,7,None,3331,882,8401,1,7,1,22,1,1005,23
1223,M1258,INVALID,PWR,Open,Female,Western,RENTED,50.0,Three Full Years,4,0,17,0,0,3,0,2012,6,29,2015,3,29, Card II TYPE,2409,882,4728,1,1918,0,0,3,1006,1
1224,M1259,VALID,PWR,Open,Male,Eastern,RENTED,66.0,Three Full Years,3,6,7,0,1,3,0,2012,7,17,2015,3,17, Card II TYPE,2375,882,598,1,5669,0,71,3,988,13
1225,M1260,VALID,PRP,Open,Male,Eastern,RENTED,44.02,Three Full Years,3,0,7,0,5,2,0,2012,7,1,2015,3,31, Card II TYPE,303,882,3931,753,5946,0,42,3,1004,-1
1226,M1261,VALID,PWM,Open,Female,Northern,RENTED,47.0,Three Full Years,6,0,7,0,0,2,0,2012,7,1,2015,3,31, Card II TYPE,841,882,6505,1,2699,0,0,3,1004,-1
1227,M1262,VALID,PWR,Open,Male,Northern,RENTED,48.0,Three Full Years,1,0,7,0,0,2,0,2012,7,2,2015,4,1, Card II TYPE,3096,882,7925,1,2653,0,0,3,1003,-1
1228,M1263,VALID,KLA,Open,Female,Western,RENTED,45.0,Three Full Years,3,0,22,0,0,3,0,2012,6,30,2015,3,30, Card II TYPE,232,882,2309,999,5660,0,0,3,1005,0
1229,M1264,VALID,PRM,Open,Male,Northern,RENTED,44.56,Three Full Years,3,0,7,0,2,3,2,2012,7,1,2015,3,31, Card II TYPE,2539,553,6471,543,3079,0,30,3,1004,-1
1230,M1265,VALID,PWR,Open,Male,Northern,RENTED,44.96,Three Full Years,3,0,7,0,0,3,0,2012,7,10,2015,3,10, Card II TYPE,2336,882,2344,1,1646,0,0,3,995,20
1231,M1266,INVALID,PWR,Open,Male,Eastern,RENTED,57.0,Three Full Years,7,15,21,0,0,3,0,2012,7,4,2015,4,4, Card II TYPE,2937,882,7199,1,5316,0,0,3,1001,-4
1232,M1267,VALID,PRR,Open,Female,Western,RENTED,63.0,Three Full Years,6,5,17,0,0,3,0,2012,7,7,2015,3,7, Card II TYPE,874,882,7532,557,3981,0,0,3,998,23
1233,M1268,INVALID,PWR,Open,Male,Northern,RENTED,55.95133333,Three Full Years,5,0,22,0,0,2,0,2012,7,2,2015,4,1, Card I TYPE,2360,882,2076,1,1497,0,0,3,1003,-1
1234,M1269,VALID,PWR,Open,Female,Northern,RENTED,55.0,Three Full Years,5,0,22,0,0,3,0,2012,7,7,2015,3,7, Card II TYPE,2397,882,1804,883,3138,0,0,3,998,23
1235,M1270,VALID,CNN,Open,Male,Northern,RENTED,53.5525,Three Full Years,7,0,22,0,0,3,0,2012,7,5,2015,4,5, Card II TYPE,2534,882,2201,447,1628,0,0,3,1000,-5
1236,M1271,VALID,CNN,Open,Female,Northern,RENTED,59.0,Three Full Years,6,13,7,0,0,1,0,2012,7,10,2015,3,10,Paper based/Post,879,882,4005,541,2751,0,0,3,995,20
1237,M1272,VALID,PWR,Open,Female,Northern,RENTED,55.0,Three Full Years,7,20,22,0,0,3,0,2012,7,19,2015,3,19, Card II TYPE,2331,882,862,1,5421,0,0,3,986,11
1238,M1273,VALID,PWR,Open,Male,Eastern,RENTED,43.0,Three Full Years,4,14,21,0,4,3,0,2012,7,7,2015,3,7, Card II TYPE,3092,882,5117,1,1722,0,63,3,998,23
1239,M1274,VALID,CNN,Open,Female,Western,RENTED,48.0,Three Full Years,1,0,7,0,1,3,0,2012,7,15,2015,3,15, Card II TYPE,2492,882,1252,1,5887,0,26,3,990,15
1240,M1275,VALID,CNN,Open,Male,Eastern,RENTED,60.0,Three Full Years,6,14,22,0,0,3,0,2012,7,8,2015,3,8, Card II TYPE,2513,882,4478,2,557,0,0,3,997,22
1241,M1276,VALID,CNN,Open,Female,Eastern,RENTED,45.0,Three Full Years,7,0,12,0,0,3,0,2012,7,5,2015,4,5, Card II TYPE,2482,882,506,245,934,0,0,3,1000,-5
1242,M1277,VALID,PRP,Open,Male,Northern,RENTED,56.0,Three Full Years,6,0,21,0,2,3,0,2012,7,10,2015,3,10, Card II TYPE,3325,882,4899,1,2820,0,60,3,995,20
1243,M1278,VALID,CNN,Open,Female,Western,BOUGHT,60.0,Three Full Years,5,0,17,0,1,3,0,2012,7,12,2015,3,12, Card I TYPE,1537,882,4598,1,3777,0,62,3,993,18
1244,M1279,VALID,KLA,Open,Female,Western,RENTED,77.0,Three Full Years,3,0,12,0,0,3,0,2012,7,7,2015,3,7, Card II TYPE,1317,882,6161,483,877,0,0,3,998,23
1245,M1280,VALID,KLA,Open,Male,Western,RENTED,55.0,Three Full Years,8,5,21,0,0,3,0,2012,7,6,2015,3,6, Card II TYPE,431,882,3349,1,1976,0,0,3,999,24
1246,M1281,VALID,PRR,Open,Female,Eastern,RENTED,39.0,Three Full Years,3,0,22,0,9,3,0,2012,7,11,2015,3,11, Card II TYPE,1295,882,5148,633,3318,0,44,3,994,19
1247,M1282,VALID,PWR,Open,Male,Eastern,RENTED,63.0,Three Full Years,2,14,21,0,1,3,0,2012,7,7,2015,3,7,Paper based/Post,2634,882,6516,1,363,0,76,3,998,23
1248,M1283,VALID,PWR,Open,Male,Southern,RENTED,34.0,Three Full Years,3,0,7,0,0,3,0,2012,7,7,2015,3,7, Card II TYPE,602,882,3058,1,1799,0,0,3,998,23
1249,M1284,VALID,PWR,Open,Male,Eastern,RENTED,62.0,Three Full Years,6,0,22,0,0,3,0,2012,7,11,2015,3,11, Card II TYPE,2722,882,3471,1,3778,0,0,3,994,19
1250,M1285,INVALID,PWR,Open,Female,Eastern,RENTED,59.0,Three Full Years,4,0,7,0,0,3,0,2012,7,17,2015,3,17, Card II TYPE,2889,882,2966,1,1138,0,0,3,988,13
1251,M1286,INVALID,ESS,Open,Female,Eastern,RENTED,60.0,Three Full Years,3,0,7,0,0,2,1,2012,7,14,2015,3,14,Paper based/Post,1009,266,636,1,1,0,0,3,991,16
1252,M1287,VALID,MXX,Open,Male,Eastern,RENTED,70.0,Three Full Years,3,14,7,0,1,3,0,2012,7,14,2015,3,14, Card I TYPE,500,882,8076,152,5250,0,21,3,991,16
1253,M1288,VALID,CNN,Open,Female,Northern,RENTED,78.0,Three Full Years,6,0,22,0,0,3,0,2012,7,10,2015,3,10, Card I TYPE,1966,882,1902,291,2129,0,0,3,995,20
1254,M1289,VALID,KLA,Open,Male,Eastern,RENTED,22.0,Three Full Years,3,0,7,0,2,3,0,2012,7,11,2015,3,11, Card II TYPE,2907,882,6256,578,4830,0,56,3,994,19
1255,M1290,VALID,PWM,Open,Female,Northern,RENTED,47.0,Three Full Years,4,18,17,0,0,3,0,2012,7,14,2015,3,14,Paper based/Post,1158,882,5867,1,4313,0,0,3,991,16
1256,M1291,VALID,PWR,Open,Female,Eastern,RENTED,64.0,Three Full Years,3,14,7,0,0,3,0,2012,7,12,2015,3,12, Card II TYPE,2375,882,6293,1,1344,0,0,3,993,18
1257,M1292,VALID,CNN,Open,Female,Northern,RENTED,65.0,Three Full Years,4,0,22,0,1,3,0,2012,7,14,2015,3,14, Card II TYPE,1579,882,1563,1,5759,0,56,3,991,16
1258,M1293,VALID,PWR,Closed,Male,Eastern,BOUGHT,59.0,Three Full Years,5,0,7,0,0,None,0,2012,7,11,2015,3,25,None,3331,882,8906,1115,6722,1,0,none,994,5
1259,M1294,VALID,PWR,Open,Male,Eastern,RENTED,65.0,Three Full Years,3,0,7,0,0,2,0,2012,7,12,2015,3,12,Paper based/Post,31,882,3285,1,2080,0,0,3,993,18
1260,M1295,VALID,PPL,Open,Female,Northern,RENTED,64.0,Three Full Years,4,0,12,0,2,3,0,2012,7,14,2015,3,14, Card II TYPE,1999,882,3436,274,926,0,78,3,991,16
1261,M1296,VALID,PWR,Closed,Male,Eastern,RENTED,48.0,Three Full Years,6,0,7,0,1,2,0,2012,7,15,2015,3,31, Card II TYPE,709,882,8750,1,85,0,40,2,990,-1
1262,M1297,VALID,PRP,Open,Female,Eastern,RENTED,48.0,Three Full Years,6,13,22,0,9,1,2,2012,7,22,2015,3,14,Paper based/Post,15,44,7951,22,3536,0,51,3,983,16
1263,M1298,VALID,PRP,Open,Male,Northern,RENTED,34.0,Three Full Years,3,0,7,0,0,3,0,2012,7,18,2015,3,18, Card II TYPE,320,882,6525,340,2547,0,0,3,987,12
1264,M1299,VALID,PRM,Open,Male,Western,RENTED,44.14,Three Full Years,4,0,12,0,0,3,0,2012,8,28,2015,3,28, Card II TYPE,148,882,2517,549,4795,0,0,3,947,2
1265,M1300,VALID,PPL,Open,Female,Northern,BOUGHT,59.0,Three Full Years,4,0,17,0,0,3,0,2012,7,19,2015,3,19, Card II TYPE,1565,882,1800,1,1858,0,0,3,986,11
1266,M1301,VALID,KLA,Open,Male,Western,RENTED,55.0,Three Full Years,6,0,17,0,0,3,0,2012,7,14,2015,3,14, Card II TYPE,224,882,2086,1,2216,0,0,3,991,16
1267,M1302,VALID,KLA,Open,Male,Eastern,RENTED,41.0,Three Full Years,4,0,12,0,0,3,0,2012,7,17,2015,3,17, Card II TYPE,436,882,4242,1,2849,0,0,3,988,13
1268,M1303,VALID,PPL,Open,Female,Northern,RENTED,62.0,Three Full Years,3,0,22,0,3,3,0,2012,7,18,2015,3,18, Card II TYPE,556,882,98,449,5048,0,36,2,987,12
1269,M1304,VALID,PWR,Open,Female,Western,RENTED,43.3765,Three Full Years,4,0,7,0,1,3,1,2012,7,22,2015,3,22, Card II TYPE,2384,508,8780,1,3077,0,10,3,983,8
1270,M1305,VALID,CNN,Open,Female,Northern,RENTED,72.0,Three Full Years,3,0,12,0,2,3,0,2012,8,11,2015,3,11, Card II TYPE,2328,882,2131,1,1797,0,66,3,964,19
1271,M1306,VALID,PPL,Open,Female,Eastern,RENTED,47.525,Three Full Years,1,0,7,0,1,3,0,2012,7,15,2015,3,15, Card II TYPE,2583,882,3468,1,248,0,41,3,990,15
1272,M1307,VALID,CNN,Open,Female,Western,RENTED,77.0,Three Full Years,6,0,22,0,1,3,0,2012,7,24,2015,3,24, Card II TYPE,2487,882,1783,1,5428,0,14,3,981,6
1273,M1308,VALID,PWR,Open,Male,Eastern,RENTED,57.0,Three Full Years,5,14,21,0,0,3,0,2012,7,18,2015,3,18, Card II TYPE,2329,882,5149,1,1576,0,0,3,987,12
1274,M1309,VALID,PWR,Open,Female,Western,RENTED,51.25952381,Three Full Years,4,0,7,0,0,3,0,2012,7,17,2015,3,17, Card II TYPE,2409,882,1761,1,563,0,0,3,988,13
1275,M1310,VALID,PWR,Open,Male,Western,BOUGHT,57.02166667,Three Full Years,5,0,22,0,1,3,0,2012,7,19,2015,3,19, Card II TYPE,1873,882,8410,1,270,0,45,3,986,11
1276,M1311,INVALID,CNN,Open,Female,Eastern,RENTED,44.0,Three Full Years,3,0,4,0,0,3,0,2012,7,19,2015,3,19, Card II TYPE,2099,882,4656,188,1041,0,0,3,986,11
1277,M1312,VALID,PWR,Open,Male,Northern,RENTED,27.0,Three Full Years,5,0,7,0,0,3,0,2012,7,18,2015,3,18, Card II TYPE,2365,882,3351,1,350,0,0,3,987,12
1278,M1313,VALID,PWR,Open,Male,Northern,BOUGHT,40.0,Three Full Years,7,0,21,0,0,3,0,2012,7,26,2015,3,26, Card II TYPE,2599,882,2433,1,3513,0,0,3,979,4
1279,M1314,VALID,CNN,Open,Male,Northern,RENTED,61.0,Three Full Years,2,0,17,0,0,2,0,2012,8,2,2015,4,2, Card II TYPE,1967,882,929,1,1212,0,0,3,973,-2
1280,M1315,VALID,PPL,Open,Male,Western,RENTED,47.0,Three Full Years,3,6,2,0,1,3,0,2012,7,29,2015,3,29, Card II TYPE,2379,882,1023,135,2310,0,64,3,976,1
1281,M1316,VALID,PWR,Open,Male,Northern,RENTED,45.48290064,Three Full Years,3,0,7,0,0,3,0,2012,7,21,2015,3,21,Paper based/Post,1847,882,7771,1,2544,0,0,3,984,9
1282,M1317,VALID,PWR,Open,Female,Northern,RENTED,29.0,Three Full Years,6,13,2,0,5,2,1,2012,7,19,2015,3,19,Paper based/Post,1533,231,716,1,406,0,47,3,986,11
1283,M1318,VALID,PWR,Open,Male,Western,RENTED,52.0,Three Full Years,4,0,22,0,0,3,0,2012,8,29,2015,3,29, Card II TYPE,2417,882,2799,1,1275,0,0,3,946,1
1284,M1319,VALID,PPL,Open,Female,Northern,BOUGHT,47.74666667,Three Full Years,1,0,7,0,5,2,0,2012,7,26,2015,3,26,Paper based/Post,2203,882,2807,796,1764,0,67,3,979,4
1285,M1320,VALID,PWM,Open,Female,Western,RENTED,49.0,Three Full Years,6,0,7,0,2,3,0,2012,7,26,2015,3,26, Card II TYPE,996,882,7808,1,4925,0,85,3,979,4
1286,M1321,VALID,CNN,Open,Male,Southern,RENTED,47.0,Three Full Years,4,0,2,0,0,3,0,2012,7,20,2015,3,20, Card II TYPE,1930,882,3290,1,1718,0,0,3,985,10
1287,M1322,VALID,CNN,Open,Male,Northern,RENTED,79.0,Three Full Years,1,9,22,0,0,3,0,2012,7,29,2015,3,29, Card II TYPE,2024,882,6129,305,1962,0,0,3,976,1
1288,M1323,VALID,CNN,Open,Male,Eastern,RENTED,48.81,Three Full Years,3,0,7,0,0,3,0,2012,7,21,2015,4,4, Card II TYPE,1941,882,1402,1,6119,0,0,3,984,-4
1289,M1324,VALID,PPL,Open,Male,Eastern,RENTED,36.0,Three Full Years,6,0,12,0,1,3,0,2012,7,22,2015,3,22, Card II TYPE,2067,882,7448,441,1214,0,43,3,983,8
1290,M1325,VALID,PWM,Open,Male,Eastern,BOUGHT,28.0,Three Full Years,4,0,4,0,0,3,0,2012,7,25,2015,3,25, Card II TYPE,410,882,7037,1,5413,0,0,3,980,5
1291,M1326,VALID,MXX,Open,Female,Eastern,RENTED,59.0,Three Full Years,2,0,12,0,2,3,0,2012,7,26,2015,3,26,Paper based/Post,1055,882,2458,151,6400,0,34,3,979,4
1292,M1327,VALID,PWR,Open,Female,Eastern,RENTED,74.0,Three Full Years,6,14,21,0,0,3,0,2012,7,25,2015,3,25, Card II TYPE,2356,882,4458,1,548,0,0,3,980,5
1293,M1328,VALID,CHC,Open,Male,Eastern,BOUGHT,48.74333333,Three Full Years,3,0,7,0,0,3,0,2012,8,28,2015,3,28, Card II TYPE,1649,882,742,1,1484,0,0,3,947,2
1294,M1329,VALID,PWR,Open,Male,Eastern,RENTED,68.0,Three Full Years,3,0,7,0,0,3,0,2012,7,27,2015,3,27, Card II TYPE,2628,882,3490,766,3799,0,0,3,978,3
1295,M1330,VALID,PWR,Open,Male,Eastern,RENTED,21.0,Three Full Years,3,0,12,0,3,2,1,2012,7,24,2015,3,24,Paper based/Post,2375,505,2415,1,627,0,44,3,981,6
1296,M1331,VALID,CNN,Open,Female,Northern,RENTED,29.0,Three Full Years,3,13,7,0,0,3,0,2012,7,26,2015,3,26, Card II TYPE,1595,882,3344,1,5924,0,0,3,979,4
1297,M1332,VALID,CNN,Open,Male,Eastern,RENTED,22.0,Three Full Years,4,0,7,0,0,3,0,2012,7,27,2015,3,27, Card I TYPE,1930,882,6981,1,6149,0,0,3,978,3
1298,M1333,VALID,PPL,Open,Male,Eastern,RENTED,49.73,Three Full Years,3,0,7,0,0,3,0,2012,7,27,2015,3,27, Card II TYPE,2348,882,7957,1097,1700,0,0,3,978,3
1299,M1334,VALID,CNN,Open,Male,Northern,RENTED,59.0,Three Full Years,6,0,22,0,0,2,0,2012,7,31,2015,3,31, Card II TYPE,1921,882,5257,295,85,0,0,3,974,-1
1300,M1335,VALID,PRR,Open,Female,Northern,BOUGHT,55.0,Three Full Years,6,0,12,0,1,3,0,2012,9,14,2015,3,12, Card II TYPE,2990,882,3428,317,3728,0,74,3,931,18
1301,M1336,VALID,PPL,Open,Male,Northern,RENTED,57.0,Three Full Years,3,14,7,0,1,3,0,2012,8,4,2015,4,4, Card II TYPE,2352,882,4004,338,4946,0,19,3,971,-4
1302,M1337,VALID,CNN,Open,Male,Eastern,RENTED,63.0,Three Full Years,3,0,7,0,1,1,0,2012,7,27,2015,3,27,Paper based/Post,928,882,1836,1,2204,0,55,3,978,3
1303,M1338,VALID,PWR,Open,Female,Western,RENTED,41.0,Three Full Years,4,12,22,0,0,2,0,2012,7,31,2015,3,31, Card I TYPE,2915,882,6406,1,2015,0,0,3,974,-1
1304,M1339,VALID,CNN,Open,Male,Eastern,RENTED,35.0,Three Full Years,3,10,22,0,0,3,0,2012,8,7,2015,3,7, Card II TYPE,1940,882,2210,1,5993,0,0,3,968,23
1305,M1340,VALID,CNN,Open,Male,Eastern,RENTED,71.0,Three Full Years,4,5,22,0,0,3,0,2012,8,7,2015,3,7, Card II TYPE,2086,882,2044,1,4735,0,0,3,968,23
1306,M1341,VALID,PWR,Open,Female,Eastern,RENTED,27.0,Three Full Years,4,0,12,1,0,3,0,2012,7,26,2015,3,26, Card II TYPE,3127,882,2150,1,700,0,0,3,979,4
1307,M1342,VALID,PWR,Closed,Male,Eastern,RENTED,72.0,Three Full Years,3,0,17,0,0,None,0,2012,8,25,2015,3,25,None,3331,882,7,1,1,1,0,1,950,5
1308,M1343,VALID,PWR,Open,Male,Northern,RENTED,36.0,Three Full Years,4,0,7,0,0,3,0,2012,7,26,2015,3,26, Card II TYPE,2396,882,7783,1,2923,0,0,3,979,4
1309,M1344,VALID,MXX,Open,Female,Eastern,BOUGHT,47.77,Three Full Years,3,0,7,0,0,3,0,2012,7,29,2015,4,5, Card II TYPE,175,882,486,498,3929,0,0,3,976,-5
1310,M1345,VALID,PWR,Open,Female,Northern,RENTED,35.0,Three Full Years,6,6,12,0,0,2,0,2012,7,31,2015,3,31, Card II TYPE,2895,882,5516,1,1502,0,0,3,974,-1
1311,M1346,VALID,PPL,Open,Female,Western,BOUGHT,50.03444444,Three Full Years,4,0,12,0,2,3,1,2012,7,28,2015,3,28, Card II TYPE,1873,323,6840,220,1775,0,32,3,977,2
1312,M1347,VALID,PPL,Closed,Female,Northern,RENTED,47.71666667,Three Full Years,1,0,7,0,0,3,0,2012,7,27,2015,11,27, Card II TYPE,3310,882,8906,1115,6722,0,0,none,978,-237
1313,M1348,VALID,POP,Open,Female,Northern,RENTED,54.0,Three Full Years,7,14,17,0,0,3,0,2012,8,3,2015,4,3, Card II TYPE,3323,882,7413,1,3931,0,0,3,972,-3
1314,M1349,VALID,PRP,Open,Female,Northern,RENTED,43.0,Three Full Years,4,0,22,0,0,2,0,2012,8,2,2015,4,2, Card II TYPE,445,882,5513,759,5339,0,0,3,973,-2
1315,M1350,VALID,CNN,Open,Male,Northern,RENTED,56.0,Three Full Years,1,0,12,0,0,2,0,2012,8,2,2015,4,2, Card II TYPE,1955,882,8291,1,3874,0,0,3,973,-2
1316,M1351,VALID,PWR,Open,Female,Eastern,RENTED,40.0,Three Full Years,3,13,17,0,1,3,0,2012,7,28,2015,3,28, Card I TYPE,2948,882,2624,1,1823,0,69,3,977,2
1317,M1352,VALID,PWR,Open,Male,Eastern,RENTED,50.0,Three Full Years,3,0,17,0,0,3,0,2012,8,18,2015,3,18, Card II TYPE,2948,882,4327,1,1550,0,0,3,957,12
1318,M1353,VALID,PRM,Open,Male,Northern,RENTED,60.0,Three Full Years,6,0,17,0,1,3,0,2012,8,3,2015,4,3, Card II TYPE,3096,882,6370,1,1245,0,68,3,972,-3
1319,M1354,VALID,KLA,Open,Male,Northern,RENTED,52.0,Three Full Years,4,0,7,0,0,2,0,2012,7,31,2015,3,31, Card II TYPE,193,882,6470,1,6639,0,0,3,974,-1
1320,M1355,VALID,PWR,Open,Male,Eastern,RENTED,66.0,Three Full Years,6,14,21,0,0,2,0,2012,8,2,2015,4,2, Card II TYPE,2375,882,3372,1,2222,0,0,3,973,-2
1321,M1356,VALID,CNN,Open,Female,Eastern,RENTED,54.0,Three Full Years,3,9,22,0,0,2,0,2012,8,2,2015,4,2, Card II TYPE,2211,882,2320,1,1050,0,0,3,973,-2
1322,M1357,VALID,CNN,Open,Male,Western,RENTED,45.77933333,Three Full Years,3,0,4,0,0,3,0,2012,8,4,2015,4,4, Card II TYPE,2491,882,8678,1,4031,0,0,3,971,-4
1323,M1358,VALID,CNN,Open,Female,Western,RENTED,52.0,Three Full Years,5,0,12,0,0,3,0,2012,8,7,2015,3,7, Card II TYPE,1961,882,5068,1,974,0,0,3,968,23
1324,M1359,VALID,PWR,Open,Male,Eastern,RENTED,73.0,Three Full Years,5,0,22,0,0,3,0,2012,8,6,2015,3,6, Card II TYPE,2722,882,2339,1,1071,0,0,3,969,24
1325,M1360,VALID,PWR,Open,Female,Northern,RENTED,50.0,Three Full Years,10,6,17,0,0,3,0,2012,8,10,2015,3,10, Card II TYPE,1603,882,5789,370,2055,0,0,3,965,20
1326,M1361,VALID,CNN,Open,Female,Northern,RENTED,46.0,Three Full Years,4,0,21,0,0,3,0,2012,8,4,2015,4,4, Card II TYPE,1931,882,1003,1,311,0,0,3,971,-4
1327,M1362,VALID,KLA,Open,Female,Northern,RENTED,52.0,Three Full Years,6,0,22,0,0,3,0,2012,8,21,2015,4,4, Card II TYPE,191,882,5328,1,4067,0,0,3,954,-4
1328,M1363,VALID,PWR,Open,Male,Northern,RENTED,31.0,Three Full Years,3,0,4,0,2,3,0,2012,8,10,2015,3,10, Card II TYPE,668,882,6320,1,2121,0,48,3,965,20
1329,M1364,VALID,PWR,Open,Female,Eastern,RENTED,24.0,Three Full Years,3,0,4,0,0,3,0,2012,8,5,2015,4,5, Card II TYPE,2593,882,2425,1,2002,0,0,3,970,-5
1330,M1365,VALID,PWR,Open,Male,Northern,BOUGHT,66.0,Three Full Years,3,14,7,0,0,3,0,2012,8,3,2015,4,3, Card II TYPE,152,882,5912,306,3384,0,0,3,972,-3
1331,M1366,VALID,CNN,Open,Female,Eastern,RENTED,48.0,Three Full Years,4,0,7,0,0,3,0,2012,8,4,2015,4,4, Card II TYPE,2221,882,4325,1,450,0,0,3,971,-4
1332,M1367,VALID,PRR,Open,Female,Northern,RENTED,40.0,Three Full Years,5,13,7,0,0,3,0,2012,8,3,2015,4,3, Card II TYPE,2593,882,5854,533,5235,0,0,3,972,-3
1333,M1368,VALID,PRM,Open,Male,Northern,RENTED,51.0,Three Full Years,3,0,7,0,1,3,0,2012,8,8,2015,3,8, Card II TYPE,2386,882,5792,542,3750,0,6,3,967,22
1334,M1369,VALID,CNN,Open,Male,Northern,RENTED,55.0,Three Full Years,3,5,17,0,0,3,0,2012,8,8,2015,3,8, Card II TYPE,1958,882,6351,471,881,0,0,3,967,22
1335,M1370,VALID,CNN,Open,Female,Eastern,RENTED,48.0,Three Full Years,6,0,7,0,2,3,0,2012,8,11,2015,3,11,Paper based/Post,1644,882,2557,1,6030,0,13,3,964,19
1336,M1371,VALID,PWR,Open,Female,Western,RENTED,38.0,Three Full Years,1,0,7,0,0,3,0,2012,8,6,2015,3,6, Card II TYPE,2418,882,2911,1,2148,0,0,3,969,24
1337,M1372,INVALID,PWR,Open,Female,Eastern,RENTED,57.0,Three Full Years,3,14,12,0,1,3,0,2012,8,5,2015,4,5, Card II TYPE,2948,882,5110,1,1544,0,19,3,970,-5
1338,M1373,VALID,PRP,Open,Male,Eastern,RENTED,46.0,Three Full Years,6,0,12,0,1,3,0,2012,8,7,2015,3,7, Card II TYPE,3216,882,7204,250,1086,0,57,3,968,23
1339,M1374,VALID,PWR,Open,Male,Eastern,RENTED,33.0,Three Full Years,6,0,17,1,0,3,3,2012,8,8,2015,3,8,Paper based/Post,2157,563,2824,485,3935,0,0,3,967,22
1340,M1375,VALID,PRP,Open,Male,Eastern,RENTED,47.0,Three Full Years,5,0,21,0,4,2,2,2012,8,9,2015,3,9,Paper based/Post,2456,835,7196,164,4026,0,52,3,966,21
1341,M1376,VALID,KLA,Open,Male,Western,RENTED,39.0,Three Full Years,6,0,17,0,0,3,0,2012,8,6,2015,3,6, Card II TYPE,590,882,6151,1,5229,0,0,3,969,24
1342,M1377,VALID,PWM,Open,Female,Southern,BOUGHT,51.0,Three Full Years,6,6,7,0,0,3,0,2012,8,10,2015,3,10, Card II TYPE,175,882,2273,1,5881,0,0,3,965,20
1343,M1378,VALID,PWR,Open,Male,Northern,RENTED,55.0,Three Full Years,5,20,21,0,0,3,0,2012,8,9,2015,3,9, Card I TYPE,2718,882,7156,960,5310,0,0,3,966,21
1344,M1379,VALID,PWR,Open,Male,Western,RENTED,55.0,Three Full Years,7,5,22,0,0,3,0,2012,8,7,2015,3,7, Card II TYPE,2379,882,7253,1,6522,0,0,3,968,23
1345,M1380,VALID,PWR,Open,Male,Northern,RENTED,54.0,Three Full Years,3,0,22,0,0,3,0,2012,8,11,2015,3,11, Card II TYPE,2396,882,5134,1,1813,0,0,3,964,19
1346,M1381,INVALID,CHC,Open,Male,Eastern,RENTED,52.0,Three Full Years,3,0,22,0,0,3,0,2012,8,10,2015,3,10, Card II TYPE,1940,882,4751,1,5562,0,0,3,965,20
1347,M1382,VALID,PWR,Open,Male,Eastern,RENTED,50.1075,Three Full Years,5,0,21,0,0,3,0,2012,8,9,2015,3,9, Card II TYPE,2948,882,6063,1,2313,0,0,3,966,21
1348,M1383,VALID,PRP,Open,Female,Eastern,RENTED,45.0,Three Full Years,7,10,12,0,1,3,0,2012,8,15,2015,3,15, Card II TYPE,2713,882,7365,426,4184,0,33,3,960,15
1349,M1384,VALID,PWR,Open,Female,Northern,RENTED,43.0,Three Full Years,6,0,21,0,0,3,0,2012,8,12,2015,3,12, Card II TYPE,2746,882,3754,16,2606,0,0,3,963,18
