,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
766,V781,2012-10-17,VALID,PRR,Open,Female,Western,RENTED,64.0,Three Full Years,5.0,0.0,22.0,2015-07-17,0,3,0,2012.0,10.0,17.0,2015.0,7.0,17.0, Card II TYPE,1159.935,None,None,2199.6900000000001,0.0,393.09999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,V782,2012-10-16,VALID,CHC,Open,Male,Eastern,RENTED,22.0,Three Full Years,2.0,0.0,21.0,2015-07-16,0,3,0,2012.0,10.0,16.0,2015.0,7.0,16.0, Card II TYPE,644.3849999999999,None,None,2124.02,56.0,115.59999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,V783,2012-10-18,VALID,PPL,Closed,Female,Eastern,RENTED,38.0,,1.0,0.0,12.0,,0,None,1,2012.0,10.0,18.0,,,,None,None,2015-06-30 00:00:00,1141.3,1116.77,0.0,127.40000000000001,403011.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,V784,2012-10-22,VALID,ESS,Open,Male,Northern,RENTED,31.0,Three Full Years,4.0,0.0,12.0,2015-07-22,0,3,0,2012.0,10.0,22.0,2015.0,7.0,22.0, Card II TYPE,497.59499999999997,None,None,1799.5800000000002,0.0,90.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,V785,2012-10-26,VALID,CNN,Open,Male,Eastern,RENTED,66.0,Three Full Years,4.0,0.0,7.0,2015-07-26,0,3,0,2012.0,10.0,26.0,2015.0,7.0,26.0, Card II TYPE,645.54,None,None,1797.1300000000001,0.0,86.299999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,V786,2012-10-20,VALID,CNN,Closed,Female,Northern,RENTED,,,4.0,0.0,7.0,,0,None,0,2012.0,10.0,20.0,,,,None,None,None,None,152.33000000000001,0.0,2.7000000000000002,201505.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,V787,2012-11-15,VALID,PWR,Open,Female,Eastern,BOUGHT,40.0,Three Full Years,2.0,5.0,7.0,2015-07-05,16,3,0,2012.0,11.0,15.0,2015.0,7.0,5.0, Card II TYPE,1204.2450000000001,None,None,2068.8499999999999,0.0,253.09999999999997,604518.0,0,-81,3,6,10,3,0,1,1,0,1,0,0,2,2,0,8,0,2,0,0,2,0
773,V788,2012-10-28,VALID,PWR,Open,Male,Western,RENTED,39.0,Three Full Years,6.0,5.0,21.0,2015-07-28,0,3,0,2012.0,10.0,28.0,2015.0,7.0,28.0, Card II TYPE,877.1700000000001,None,None,1913.5299999999997,0.0,300.35000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,V789,2012-10-24,VALID,MXX,Open,Female,Eastern,RENTED,38.0,Three Full Years,8.0,5.0,21.0,2015-07-24,3,3,1,2012.0,10.0,24.0,2015.0,7.0,24.0, Card II TYPE,1483.9650000000001,2015-05-22 00:00:00,613.3,2082.79,144.0,399.60000000000002,604518.0,0,-54,3,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
775,V790,2012-11-06,VALID,CNN,Open,Male,Northern,RENTED,62.0,Three Full Years,4.0,0.0,21.0,2015-07-06,0,3,0,2012.0,11.0,6.0,2015.0,7.0,6.0, Card II TYPE,648.585,None,None,1748.02,0.0,59.950000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,V791,2012-10-24,VALID,PRP,Open,Female,Eastern,RENTED,71.0,Three Full Years,4.0,8.0,22.0,2015-07-24,0,3,0,2012.0,10.0,24.0,2015.0,7.0,24.0, Card II TYPE,960.0150000000001,None,None,2176.6999999999998,24.0,745.69999999999993,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,V792,2012-10-25,VALID,PWR,Open,Male,Eastern,RENTED,60.0,Three Full Years,7.0,0.0,21.0,2015-07-25,0,3,0,2012.0,10.0,25.0,2015.0,7.0,25.0,Paper based/Post,803.0400000000001,None,None,1795.8299999999999,0.0,114.95,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,V793,2012-10-25,VALID,PPL,Closed,Female,Southern,RENTED,67.0,,4.0,0.0,17.0,,2,2,0,2012.0,10.0,25.0,,,,Paper based/Post,171.57,None,None,None,None,None,None,0,-42,none,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
779,V794,2012-10-27,VALID,CNN,Open,Female,Eastern,RENTED,63.0,Three Full Years,3.0,0.0,22.0,2015-07-27,0,3,0,2012.0,10.0,27.0,2015.0,7.0,27.0, Card I TYPE,769.8599999999999,None,None,433.99000000000001,0.0,62.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,V795,2012-10-26,VALID,CNN,Open,Male,Eastern,RENTED,67.0,Three Full Years,2.0,13.0,17.0,2015-07-26,0,3,0,2012.0,10.0,26.0,2015.0,7.0,26.0,Paper based/Post,697.5150000000001,None,None,1747.9300000000003,0.0,15.550000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,V796,2012-11-06,VALID,KLA,Open,Female,Eastern,RENTED,47.0,Three Full Years,2.0,14.0,21.0,2015-07-06,2,3,0,2012.0,11.0,6.0,2015.0,7.0,6.0, Card II TYPE,1262.31,None,None,1940.73,0.0,295.69999999999999,604518.0,0,-96,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
782,V797,2012-10-27,VALID,PWR,Open,Male,Western,RENTED,61.0,Three Full Years,4.0,10.0,7.0,2015-07-27,3,3,0,2012.0,10.0,27.0,2015.0,7.0,27.0, Card II TYPE,751.1700000000001,None,None,2152.0799999999999,39.0,416.09999999999997,604518.0,0,-62,3,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
783,V798,2012-10-27,VALID,CNN,Open,Female,Eastern,RENTED,65.0,Three Full Years,3.0,0.0,17.0,2015-07-27,0,3,0,2012.0,10.0,27.0,2015.0,7.0,27.0, Card I TYPE,719.145,None,None,1743.98,0.0,11.599999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,V799,2012-10-28,VALID,PWR,Open,Female,Eastern,RENTED,64.0,Three Full Years,9.0,14.0,22.0,2015-07-28,0,3,0,2012.0,10.0,28.0,2015.0,7.0,28.0, Card II TYPE,794.6400000000001,None,None,1896.4400000000001,0.0,187.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,V800,2012-10-30,VALID,PRR,Open,Female,Northern,RENTED,54.0,Three Full Years,3.0,0.0,17.0,2015-07-30,1,3,0,2012.0,10.0,30.0,2015.0,7.0,30.0, Card II TYPE,1009.575,None,None,2184.6900000000001,177.0,284.35000000000002,604518.0,0,-114,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,V801,2012-10-28,VALID,MXX,Open,,Northern,BOUGHT,,Three Full Years,,,,2017-06-28,5,3,0,2012.0,10.0,28.0,2017.0,6.0,28.0, Card II TYPE,789.495,None,None,1996.25,48.0,629.25,604518.0,0,-98,3,2,3,2,0,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,1
787,V802,2012-10-31,VALID,CNN,Open,,Western,RENTED,,Three Full Years,,,,2015-07-31,0,3,1,2012.0,10.0,31.0,2015.0,7.0,31.0, Card I TYPE,646.695,2015-05-09 00:00:00,515.9000000000001,2179.5300000000002,0.0,62.700000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,V803,2012-10-31,VALID,CNN,Open,Male,Northern,RENTED,64.0,Three Full Years,7.0,0.0,17.0,2015-07-31,1,3,0,2012.0,10.0,31.0,2015.0,7.0,31.0, Card II TYPE,772.905,None,None,2185.3800000000001,351.0,178.19999999999999,604518.0,0,-92,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
789,V804,2012-10-30,VALID,PRP,Open,Male,Eastern,RENTED,62.0,Three Full Years,4.0,0.0,7.0,2015-07-30,1,3,0,2012.0,10.0,30.0,2015.0,7.0,30.0, Card II TYPE,960.5400000000001,None,None,2173.21,88.0,494.80000000000001,604518.0,0,-58,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,V805,2012-11-10,VALID,PWM,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-10,1,3,0,2012.0,11.0,10.0,2015.0,7.0,10.0, Card I TYPE,1713.7050000000002,None,None,1612.9499999999998,0.0,205.75,604518.0,0,-54,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
791,V806,2012-11-01,VALID,CNN,Open,,Northern,RENTED,,Three Full Years,,,,2015-08-01,0,3,0,2012.0,11.0,1.0,2015.0,8.0,1.0, Card I TYPE,773.6400000000001,None,None,1769.3899999999999,2.0,183.40000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,V807,2012-11-07,VALID,CNN,Open,Female,Northern,RENTED,45.0,Three Full Years,6.0,5.0,22.0,2015-07-07,0,3,0,2012.0,11.0,7.0,2015.0,7.0,7.0, Card II TYPE,636.3,None,None,2192.5999999999999,86.0,161.55000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,V808,2012-11-06,INVALID,CNN,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-06,0,3,0,2012.0,11.0,6.0,2015.0,7.0,6.0, Card II TYPE,767.865,None,None,2188.4499999999998,0.0,115.95,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,V809,2012-11-08,VALID,PMM,Open,Female,Eastern,RENTED,39.0,Three Full Years,2.0,0.0,22.0,2015-07-08,0,3,0,2012.0,11.0,8.0,2015.0,7.0,8.0, Card II TYPE,880.32,None,None,2154.1300000000001,0.0,272.60000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,V810,2012-11-06,VALID,CNN,Closed,Female,Eastern,RENTED,58.0,,4.0,0.0,21.0,,3,2,2,2012.0,11.0,6.0,,,,Paper based/Post,690.6899999999999,2015-06-18 00:00:00,515.6,1108.72,0.0,28.900000000000002,403011.0,0,-95,2,2,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
796,V811,2012-11-08,VALID,PWR,Open,Female,Northern,RENTED,28.0,Three Full Years,4.0,0.0,12.0,2015-07-08,0,3,0,2012.0,11.0,8.0,2015.0,7.0,8.0, Card II TYPE,918.12,None,None,1939.5699999999999,0.0,88.649999999999991,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,V812,2012-11-09,VALID,CNN,Open,Female,Northern,RENTED,47.0,Three Full Years,4.0,0.0,7.0,2015-07-07,1,3,0,2012.0,11.0,9.0,2015.0,7.0,7.0, Card II TYPE,439.53000000000003,None,None,1767.2199999999998,0.0,106.5,604518.0,0,-49,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
798,V813,2012-11-08,VALID,CNN,Open,Male,Northern,RENTED,41.0,Three Full Years,4.0,0.0,12.0,2015-07-08,0,3,0,2012.0,11.0,8.0,2015.0,7.0,8.0, Card II TYPE,636.3,None,None,2160.3199999999997,1245.0,406.59999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,V814,2012-11-07,INVALID,PWR,Open,Female,Western,RENTED,26.0,Three Full Years,5.0,0.0,21.0,2015-07-07,1,3,0,2012.0,11.0,7.0,2015.0,7.0,7.0, Card II TYPE,751.1700000000001,None,None,339.5,0.0,167.29999999999998,604518.0,0,-67,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
800,V815,2012-11-08,VALID,CNN,Open,Male,Northern,RENTED,67.0,Three Full Years,6.0,0.0,22.0,2015-07-08,0,3,0,2012.0,11.0,8.0,2015.0,7.0,8.0, Card II TYPE,668.64,None,None,1901.5699999999999,0.0,51.25,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,V816,2012-11-10,VALID,PPL,Open,Male,Western,RENTED,54.0,Three Full Years,3.0,0.0,21.0,2015-07-10,1,3,0,2012.0,11.0,10.0,2015.0,7.0,10.0, Card II TYPE,434.385,None,None,1897.5500000000002,7.0,183.14999999999998,604518.0,0,-66,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
802,V817,2012-11-09,VALID,PRP,Open,,Northern,BOUGHT,,Three Full Years,,,,2015-07-09,0,3,0,2012.0,11.0,9.0,2015.0,7.0,9.0, Card II TYPE,839.895,None,None,1716.9000000000001,0.0,2.2499999999999996,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,V818,2012-11-09,VALID,CNN,Open,Female,Northern,RENTED,42.0,Three Full Years,6.0,9.0,17.0,2015-07-09,0,3,0,2012.0,11.0,9.0,2015.0,7.0,9.0, Card II TYPE,861.8399999999999,None,None,1874.8699999999999,0.0,140.30000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,V819,2012-11-10,VALID,PWM,Open,Female,Northern,RENTED,51.0,Three Full Years,8.0,0.0,22.0,2015-07-10,1,3,0,2012.0,11.0,10.0,2015.0,7.0,10.0, Card II TYPE,1577.94,None,None,2136.6300000000001,21.0,779.95000000000005,604518.0,0,-50,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
805,V820,2012-11-13,VALID,PWR,Open,Female,Northern,BOUGHT,27.0,Three Full Years,1.0,0.0,7.0,2015-07-13,1,3,1,2012.0,11.0,13.0,2015.0,7.0,13.0, Card II TYPE,689.115,2015-07-11 00:00:00,556.3,1968.6299999999999,0.0,314.19999999999999,604518.0,0,-34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
806,V821,2012-11-12,VALID,PWR,Open,Male,Northern,RENTED,,Three Full Years,9.0,0.0,7.0,2015-07-12,0,2,2,2012.0,11.0,12.0,2015.0,7.0,12.0, Card II TYPE,782.25,2015-06-07 00:00:00,645.0,1840.0700000000002,0.0,82.549999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,V822,2012-11-11,VALID,PWR,Open,Male,Northern,BOUGHT,48.0,Three Full Years,4.0,0.0,12.0,2015-07-11,2,3,0,2012.0,11.0,11.0,2015.0,7.0,11.0, Card I TYPE,629.8950000000001,None,None,2105.8000000000002,0.0,246.90000000000001,604518.0,0,-95,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
808,V823,2012-11-14,VALID,PWR,Open,Female,Western,RENTED,62.0,Three Full Years,3.0,0.0,17.0,2015-07-14,1,3,0,2012.0,11.0,14.0,2015.0,7.0,14.0, Card II TYPE,742.6650000000001,None,None,2196.5299999999997,45.0,253.84999999999999,604518.0,0,-86,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,V824,2012-11-14,VALID,MXX,Open,,Eastern,RENTED,,Three Full Years,,,,2015-07-30,2,1,1,2012.0,11.0,14.0,2015.0,7.0,30.0,Paper based/Post,2352.105,2015-07-12 00:00:00,2140.1,2171.0799999999999,973.0,880.75,604518.0,0,-111,3,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
810,V825,2012-11-14,VALID,PMM,Open,Male,Western,RENTED,40.0,Three Full Years,4.0,0.0,21.0,2015-07-14,1,3,0,2012.0,11.0,14.0,2015.0,7.0,14.0, Card II TYPE,822.3599999999999,None,None,2194.6199999999999,427.0,271.80000000000001,604518.0,0,-88,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
811,V826,2012-11-13,VALID,PRP,Open,Female,Eastern,RENTED,42.0,Three Full Years,3.0,0.0,12.0,2015-07-13,0,3,0,2012.0,11.0,13.0,2015.0,7.0,13.0, Card II TYPE,959.385,None,None,1721.6500000000001,205.0,173.80000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,V827,2012-11-24,VALID,PWR,Open,Male,Northern,RENTED,58.0,Three Full Years,13.0,6.0,21.0,2015-07-24,1,3,0,2012.0,11.0,24.0,2015.0,7.0,24.0, Card II TYPE,1006.425,None,None,1844.6300000000001,0.0,169.5,604518.0,0,-101,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,V828,2012-11-15,VALID,PRR,Open,Male,Western,RENTED,60.0,Three Full Years,3.0,0.0,17.0,2015-07-15,4,3,0,2012.0,11.0,15.0,2015.0,7.0,15.0, Card II TYPE,1442.385,None,None,2184.9200000000001,38.0,441.60000000000002,604518.0,0,-86,3,1,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
814,V829,2012-11-16,VALID,MXX,Open,Male,Eastern,RENTED,65.0,Three Full Years,4.0,0.0,22.0,2015-07-16,0,3,0,2012.0,11.0,16.0,2015.0,7.0,16.0, Card II TYPE,1483.9650000000001,None,None,2032.7,169.0,365.89999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,V830,2012-11-17,VALID,MXX,Open,Male,Southern,RENTED,51.0,Three Full Years,7.0,5.0,7.0,2015-07-17,0,3,0,2012.0,11.0,17.0,2015.0,7.0,17.0, Card II TYPE,1680.105,None,None,2205.3000000000002,0.0,259.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,V831,2012-11-25,VALID,CNN,Open,Male,Northern,RENTED,78.0,Three Full Years,6.0,14.0,21.0,2015-07-25,0,3,0,2012.0,11.0,25.0,2015.0,7.0,25.0, Card II TYPE,672.7349999999999,None,None,1624.7199999999998,0.0,1.95,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,V832,2012-11-22,VALID,KLA,Open,Female,Eastern,RENTED,62.0,Three Full Years,3.0,14.0,21.0,2015-07-22,0,3,3,2012.0,11.0,22.0,2015.0,7.0,22.0,Paper based/Post,11.13000000000001,2015-07-04 00:00:00,827.0999999999999,2192.1300000000001,0.0,410.79999999999995,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,V833,2012-11-24,VALID,KLA,Open,,Eastern,RENTED,,Three Full Years,,,,2015-07-24,0,3,0,2012.0,11.0,24.0,2015.0,7.0,24.0, Card II TYPE,1200.15,None,None,401.44999999999999,0.0,33.25,201507.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,V834,2012-11-23,VALID,PWR,Open,Male,Eastern,RENTED,35.0,Three Full Years,3.0,18.0,17.0,2015-07-23,0,3,0,2012.0,11.0,23.0,2015.0,7.0,23.0, Card II TYPE,748.4399999999999,None,None,1934.8600000000001,131.0,376.29999999999995,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,V835,2012-11-23,VALID,PMM,Open,Female,Western,RENTED,57.0,Three Full Years,6.0,9.0,21.0,2015-07-23,0,3,0,2012.0,11.0,23.0,2015.0,7.0,23.0, Card II TYPE,749.385,None,None,2200.48,86.0,192.25,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,V836,2012-11-20,VALID,CNN,Open,Female,Eastern,RENTED,65.0,Three Full Years,6.0,13.0,22.0,2015-07-20,0,3,0,2012.0,11.0,20.0,2015.0,7.0,20.0,Paper based/Post,698.0400000000001,None,None,2190.46,0.0,125.25,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,V837,2012-11-20,VALID,PPL,Open,Female,Western,RENTED,57.0,Three Full Years,8.0,6.0,17.0,2015-07-20,2,3,0,2012.0,11.0,20.0,2015.0,7.0,20.0, Card II TYPE,752.745,None,None,2068.0900000000001,430.0,541.79999999999995,604518.0,0,-92,3,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
823,V838,2012-11-22,VALID,PPL,Open,Male,Western,BOUGHT,,Three Full Years,3.0,0.0,4.0,2015-07-22,0,3,0,2012.0,11.0,22.0,2015.0,7.0,22.0, Card II TYPE,674.8349999999999,None,None,2200.1500000000001,16.0,203.09999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,V839,2012-11-21,VALID,PPL,Closed,Female,Eastern,RENTED,23.0,Three Full Years,6.0,0.0,2.0,2015-07-21,0,2,1,2012.0,11.0,21.0,2015.0,7.0,21.0, Card II TYPE,805.77,2015-07-19 00:00:00,667.4,2128.8699999999999,0.0,218.44999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,V840,2012-11-23,VALID,KLA,Open,Female,Eastern,RENTED,77.0,Three Full Years,8.0,0.0,22.0,2015-07-23,1,3,0,2012.0,11.0,23.0,2015.0,7.0,23.0,Paper based/Post,1503.6,None,None,2108.6999999999998,0.0,197.65000000000001,604518.0,0,-36,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
826,V841,2012-11-24,VALID,PWR,Open,Female,Eastern,RENTED,39.0,Three Full Years,7.0,5.0,22.0,2015-07-24,0,3,0,2012.0,11.0,24.0,2015.0,7.0,24.0, Card II TYPE,741.0899999999999,None,None,2183.5999999999999,92.0,438.04999999999995,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,V842,2013-01-16,VALID,CNN,Open,Male,Eastern,RENTED,54.0,Three Full Years,3.0,5.0,7.0,2015-07-16,0,3,0,2013.0,1.0,16.0,2015.0,7.0,16.0, Card II TYPE,675.885,None,None,1519.0699999999999,246.0,209.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,V843,2012-11-23,VALID,PPL,Open,Female,Eastern,BOUGHT,59.0,Three Full Years,4.0,14.0,12.0,2015-07-23,0,3,0,2012.0,11.0,23.0,2015.0,7.0,23.0, Card I TYPE,419.89500000000004,None,None,2186.3899999999999,0.0,130.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,V844,2012-11-24,VALID,PPL,Open,Male,Northern,RENTED,84.0,Three Full Years,3.0,0.0,7.0,2015-07-24,1,3,0,2012.0,11.0,24.0,2015.0,7.0,24.0, Card II TYPE,794.85,None,None,2191.73,0.0,221.14999999999998,604518.0,0,-34,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,V845,2012-11-29,VALID,CNN,Open,Male,Northern,RENTED,15.0,Three Full Years,3.0,0.0,7.0,2015-07-29,0,3,0,2012.0,11.0,29.0,2015.0,7.0,29.0, Card II TYPE,685.4399999999999,None,None,2053.1599999999999,438.0,218.04999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,V846,2012-12-08,VALID,PPL,Open,Male,Eastern,RENTED,67.0,Three Full Years,3.0,14.0,21.0,2015-07-08,4,1,0,2012.0,12.0,8.0,2015.0,7.0,8.0, Card II TYPE,1873.4099999999999,None,None,1134.78,0.0,306.29999999999995,403013.0,0,-86,2,3,1,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0
832,V847,2012-11-24,INVALID,PWR,Open,Male,Western,RENTED,63.0,Three Full Years,9.0,13.0,22.0,2015-07-24,9,3,0,2012.0,11.0,24.0,2015.0,7.0,24.0, Card II TYPE,749.385,None,None,2201.4499999999998,0.0,137.80000000000001,604518.0,0,-94,3,5,4,6,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0
833,V848,2012-11-29,VALID,PWM,Open,Female,Northern,RENTED,62.0,Three Full Years,5.0,0.0,12.0,2015-07-29,0,3,0,2012.0,11.0,29.0,2015.0,7.0,29.0, Card I TYPE,1488.69,None,None,2198.21,0.0,260.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,V849,2012-12-02,VALID,PWR,Open,Male,Eastern,RENTED,64.0,Three Full Years,10.0,0.0,12.0,2015-08-01,0,3,0,2012.0,12.0,2.0,2015.0,8.0,1.0, Card II TYPE,789.7049999999999,None,None,2178.6999999999998,0.0,79.650000000000006,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,V850,2012-12-13,VALID,CNN,Open,Male,Eastern,RENTED,47.0,Three Full Years,3.0,0.0,7.0,2015-07-13,1,3,0,2012.0,12.0,13.0,2015.0,7.0,13.0, Card II TYPE,643.9649999999999,None,None,2034.4199999999998,0.0,111.35000000000001,604518.0,0,-48,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
836,V851,2012-12-01,VALID,CNN,Open,Male,Northern,BOUGHT,,Three Full Years,7.0,0.0,21.0,2015-07-31,0,3,0,2012.0,12.0,1.0,2015.0,7.0,31.0, Card II TYPE,722.82,None,None,1872.6300000000001,1.0,107.19999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,V852,2012-12-17,VALID,PRR,Open,Male,Northern,RENTED,46.0,Three Full Years,6.0,13.0,12.0,2015-07-17,2,1,1,2012.0,12.0,17.0,2015.0,7.0,17.0,Paper based/Post,1051.785,2015-05-30 00:00:00,901.7,1948.7600000000002,151.0,414.25,604518.0,0,-118,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
838,V853,2012-12-02,VALID,PRR,Open,Female,Eastern,RENTED,37.0,Three Full Years,8.0,5.0,12.0,2015-08-01,1,3,0,2012.0,12.0,2.0,2015.0,8.0,1.0, Card II TYPE,2347.59,None,None,2158.21,14.0,325.39999999999998,604518.0,0,-107,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
