"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","query_days.1","usage_number.1","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention","CommenceDays","Warrentydays"
"9806","VALID","CHC","Open","Female","Eastern","RENTED",51,"Three Full Years",3,0,17,0,0,"3",0,2014,4,29,2016,4,22," Card II TYPE",1845,882,7224,1,4660,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,-387
"2235","VALID","KLA","Open","Female","Northern","RENTED",70,"Three Full Years",3,10,22,0,0,"3",0,2013,2,27,2015,3,27," Card II TYPE",191,882,5133,1,4855,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,3
"3751","VALID","PWR","Open","Female","Northern","RENTED",43.54833333,"Three Full Years",3,0,7,0,0,"3",0,2013,12,19,2015,12,19," Card II TYPE",2470,882,6144,889,4217,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,-259
"1821","INVALID","PWR","Open","Male","Eastern","RENTED",54,"Three Full Years",3,6,22,0,1,"3",2,2012,11,22,2015,3,22," Card II TYPE",2930,675,5566,1,2420,0,36,"3",36,"3",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,863,8
"2088","INVALID","PWR","Open","Male","Northern","RENTED",40,"Three Full Years",5,0,12,0,0,"3",0,2013,1,21,2015,3,21," Card II TYPE",2363,882,3757,256,4310,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,9
"5353","INVALID","PPL","Open","Female","Western","RENTED",29,"Three Full Years",3,0,1,0,0,"2",1,2014,7,27,2016,7,27," Card II TYPE",3039,785,1533,1,102,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,-482
"9731","VALID","PWR","Open","Male","Eastern","BOUGHT",45,"Three Full Years",3,0,22,0,0,"2",0,2013,8,17,2015,8,2," Card II TYPE",1873,882,647,1,1675,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,-122
"1318","VALID","PWR","Open","Male","Eastern","RENTED",50,"Three Full Years",3,0,17,0,0,"3",0,2012,8,18,2015,3,18," Card II TYPE",2948,882,4327,1,1550,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,12
"2227","VALID","CNN","Open","Male","Eastern","RENTED",50,"Three Full Years",3,0,7,0,1,"3",0,2013,2,22,2015,3,22," Card I TYPE",2848,882,5756,315,883,0,45,"3",45,"3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,768,8
"5835","INVALID","CHC","Open","Female","Northern","RENTED",47.14714286,"Three Full Years",4,0,1,0,2,"3",0,2014,10,3,2016,10,6," Card II TYPE",1695,882,3662,568,6549,0,71,"3",71,"3",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,-551
"9122","VALID","POP","Open","Female","Eastern","BOUGHT",52,"Three Full Years",7,0,22,0,0,"3",0,2012,8,15,2015,3,24," Card II TYPE",2807,882,7272,1,1807,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,6
"1082","VALID","MXX","Open","Female","Northern","RENTED",25,"Three Full Years",7,0,7,0,0,"3",0,2012,5,3,2015,4,3," Card II TYPE",876,882,5718,1,3920,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,-3
"573","VALID","PWR","Open","Male","Western","RENTED",56,"Three Full Years",5,19,21,0,0,"3",0,2011,11,18,2015,3,18," Card II TYPE",1950,882,7768,1,6155,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,12
"7905","VALID","PWR","Open","Female","Northern","RENTED",53,"Three Full Years",6,9,22,0,0,"2",0,2011,10,27,2015,4,1," Card II TYPE",2045,882,6267,1,1595,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,-1
"3013","VALID","PRP","Open","Female","Northern","RENTED",49,"Three Full Years",1,8,4,0,0,"3",0,2013,8,16,2015,8,16," Card II TYPE",3239,882,6568,961,4704,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,-136
"8637","VALID","PWP","Open","Female","Western","BOUGHT",61,"Three Full Years",6,0,22,0,1,"3",0,2012,2,8,2015,3,11," Card II TYPE",2060,882,5693,1,1721,0,9,"3",9,"3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1147,19
"6918","INVALID","PPL","Open","Male","Northern","RENTED",46.21833333,"Three Full Years",3,0,7,0,2,"3",0,2015,1,15,2017,1,15," Card II TYPE",1188,882,644,1,5402,0,51,"3",51,"3",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,75,-655
"8565","VALID","POP","Open","Male","Eastern","RENTED",54,"Three Full Years",13,18,17,0,1,"3",0,2011,11,29,2016,3,26," Card II TYPE",2375,882,5391,1,2181,0,29,"3",29,"3",1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1221,-361
"288","VALID","PWR","Open","Male","Eastern","RENTED",48,"Three Full Years",4,0,22,0,0,"2",1,2013,2,2,2015,4,1," Card II TYPE",1950,353,1123,1,5630,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,-1
"4866","VALID","KLA","Open","Female","Western","RENTED",27,"Three Full Years",3,0,1,0,5,"3",0,2014,6,7,2016,6,7," Card II TYPE",3192,882,5130,1,3745,0,32,"3",32,"3",3,2,1,0,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,298,-432
"9751","VALID","PRM","Open","Female","Northern","RENTED",35,"Three Full Years",2,0,12,0,0,"3",0,2014,5,31,2016,5,14," Card II TYPE",2081,882,5544,110,5935,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,-409
"9588","VALID","PWP","Open","Female","Western","RENTED",71,"Three Full Years",4,13,1,0,0,"3",0,2012,5,19,2015,3,21," Card II TYPE",2726,882,8132,1,2714,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,9
"2715","VALID","PRM","Open","Male","Eastern","RENTED",39,"Three Full Years",4,0,2,0,1,"3",0,2013,6,21,2015,6,21," Card II TYPE",1674,882,3943,143,5899,0,87,"3",87,"3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,-81
"5268","VALID","PPL","Open","Female","Northern","BOUGHT",50,"Three Full Years",5,9,22,0,0,"3",0,2014,7,19,2016,7,19," Card II TYPE",1983,882,6156,1,1763,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,-474
"8270","VALID","PWR","Open","Male","Northern","RENTED",54,"Three Full Years",5,13,17,1,0,"3",0,2013,4,2,2015,4,5," Card II TYPE",2593,882,4383,1,2495,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,-5
"4870","VALID","PRM","Open","Male","Northern","RENTED",57,"Three Full Years",5,0,12,0,1,"3",0,2014,5,30,2016,5,30," Card I TYPE",2929,882,3253,1044,2716,0,9,"3",9,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,305,-425
"4168","VALID","PPL","Open","Male","Northern","RENTED",63,"Three Full Years",5,14,21,0,0,"3",0,2014,2,14,2016,2,14," Card I TYPE",2461,882,540,319,744,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,-319
"1268","VALID","KLA","Open","Male","Eastern","RENTED",41,"Three Full Years",4,0,12,0,0,"3",0,2012,7,17,2015,3,17," Card II TYPE",436,882,4242,1,2849,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,13
"6907","VALID","PPL","Open","Male","Eastern","RENTED",19,"Three Full Years",1,0,4,0,0,"3",0,2015,1,10,2017,1,10," Card II TYPE",1115,882,3527,1060,923,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,-650
"1751","VALID","PWR","Open","Male","Northern","RENTED",48.4275,"Three Full Years",6,0,12,0,0,"3",0,2012,11,6,2015,3,6," Card II TYPE",2539,882,1793,1,525,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,24
"5469","VALID","PPL","Open","Male","Eastern","RENTED",31,"Three Full Years",3,0,1,0,0,"3",0,2014,8,9,2016,8,9," Card II TYPE",1940,882,3420,1003,4387,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,-494
"5043","VALID","PPL","Closed","Male","Western","RENTED",43.12333333,"Three Full Years",3,0,1,1,0,"1",2,2014,6,24,2016,6,24," Card II TYPE",1580,685,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,-449
"409","VALID","PWR","Open","Female","Northern","RENTED",43.11433333,"Three Full Years",3,0,7,0,0,"3",0,2012,8,23,2015,3,9," Card II TYPE",2545,882,4543,529,4534,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,21
"9651","VALID","PRM","Open","Female","Eastern","RENTED",46.11333333,"Three Full Years",4,0,17,0,1,"3",0,2014,1,21,2016,3,8," Card II TYPE",2070,882,3154,343,1522,0,88,"3",88,"3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,434,-343
"4754","VALID","PRM","Open","Male","Eastern","RENTED",40.81583333,"Three Full Years",3,0,1,0,3,"3",0,2014,5,20,2016,5,20," Card II TYPE",2778,882,7966,711,3642,0,34,"3",34,"3",3,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,315,-415
"7024","VALID","PRP","Open","Female","Eastern","RENTED",47,"Three Full Years",3,0,22,0,4,"3",0,2015,1,24,2017,1,24," Card II TYPE",800,882,8179,37,2783,0,37,"3",37,"3",1,3,1,1,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,66,-664
"4230","VALID","KLA","Open","Male","Northern","RENTED",26,"Three Full Years",3,0,2,0,1,"2",1,2014,2,26,2016,2,26," Card II TYPE",470,43,3847,1,5498,0,82,"3",82,"3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,-331
"2171","VALID","PRM","Open","Male","Eastern","RENTED",46.73138095,"Three Full Years",5,0,4,0,0,"3",0,2013,3,12,2015,3,12," Card II TYPE",1574,882,7014,1,1661,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,18
"4872","VALID","PPL","Open","Male","Western","RENTED",63,"Three Full Years",7,6,22,0,0,"3",0,2014,5,30,2016,5,30," Card II TYPE",2439,882,4987,459,2660,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,-425
"8473","VALID","PWR","Open","Male","Eastern","RENTED",56,"Three Full Years",11,8,21,0,0,"3",0,2012,1,12,2015,3,26," Card II TYPE",1925,882,5467,1,1235,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,4
"5620","VALID","PRM","Open","Male","Northern","RENTED",41.98507143,"Three Full Years",3,0,1,0,0,"3",0,2014,8,23,2016,8,23," Card II TYPE",2395,882,1752,1,1667,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,-508
"8492","VALID","PRM","Open","Female","Eastern","RENTED",55,"Three Full Years",3,0,21,0,2,"3",0,2011,10,14,2015,3,16," Card II TYPE",2375,882,5601,321,4407,0,38,"3",38,"3",0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1266,14
"3798","VALID","PPL","Open","Male","Eastern","RENTED",47,"Three Full Years",5,0,17,0,2,"3",0,2013,12,25,2015,12,25," Card II TYPE",1941,882,5592,994,4355,0,57,"3",57,"3",1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,465,-265
"8550","VALID","POP","Open","Female","Northern","RENTED",63,"Three Full Years",4,14,17,0,0,"3",0,2011,11,4,2015,3,10," Card I TYPE",42,882,553,1,2166,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,20
"3662","VALID","PWR","Open","Female","Western","RENTED",62,"Three Full Years",4,0,12,0,0,"3",0,2013,12,6,2015,12,6,"Paper based/Post",2163,882,3439,1,6509,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,-246
"4911","VALID","MXX","Open","Male","Eastern","RENTED",46.75833333,"Three Full Years",4,0,1,1,3,"1",0,2014,6,7,2016,7,7," Card I TYPE",1028,882,8906,1115,6722,0,85,"none",85,"none",3,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,298,-462
"9136","VALID","PWR","Open","Male","Northern","RENTED",39,"Three Full Years",3,0,12,0,0,"3",0,2011,12,5,2015,3,24," Card II TYPE",1963,882,7446,1,1846,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,6
"8106","VALID","PWM","Open","Female","Eastern","RENTED",50.16666667,"Three Full Years",4,0,12,0,0,"3",0,2013,5,2,2015,4,12," Card II TYPE",951,882,769,1,4119,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,-12
"3311","VALID","PWR","Open","Male","Northern","RENTED",75,"Three Full Years",3,14,22,0,2,"3",0,2013,10,4,2015,10,4," Card II TYPE",1968,882,6336,787,2950,0,64,"3",64,"3",1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,546,-184
"961","VALID","PWR","Open","Male","Eastern","RENTED",54,"Three Full Years",3,0,7,0,0,"3",0,2012,3,28,2015,3,28," Card II TYPE",2356,882,5118,1,1858,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,2
"7081","VALID","PPL","Open","Male","Western","RENTED",48.32366667,"Three Full Years",3,0,7,0,7,"3",0,2015,1,30,2017,1,30," Card II TYPE",1872,882,8261,1,586,0,41,"3",41,"3",5,2,0,1,4,4,0,0,0,0,0,0,4,1,1,0,1,0,0,0,60,-670
"4399","VALID","PRM","Open","Male","Northern","RENTED",42.125,"Three Full Years",4,0,2,0,0,"3",0,2014,3,27,2016,3,27," Card II TYPE",2539,882,6452,1091,4563,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,-362
"7178","VALID","PPL","Open","Male","Eastern","RENTED",26,"Three Full Years",5,0,12,0,8,"2",0,2015,2,13,2017,2,13," Card II TYPE",1219,882,85,315,1503,0,38,"2",38,"2",3,5,1,2,0,0,0,0,2,2,1,1,0,3,0,1,0,0,1,0,47,-683
"306","VALID","PRR","Open","Female","Eastern","RENTED",47,"Three Full Years",3,0,17,0,0,"3",0,2013,12,22,2016,3,14," Card I TYPE",896,882,5524,935,5626,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,-349
"7174","VALID","PPL","Open","Male","Northern","RENTED",44.6,"Three Full Years",3,0,7,0,1,"2",0,2015,2,12,2017,2,12," Card II TYPE",1872,882,8270,1,1573,0,23,"2",23,"2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,-682
"5879","VALID","PPL","Open","Male","Northern","RENTED",44,"Three Full Years",5,0,12,0,0,"3",0,2014,9,21,2016,9,21," Card II TYPE",1931,882,3751,1,85,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-536
"6264","VALID","PRM","Open","Male","Eastern","RENTED",46,"Three Full Years",3,0,17,0,0,"3",0,2014,11,3,2016,11,3," Card II TYPE",848,882,4399,932,3888,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,-578
"9894","VALID","PWR","Open","Female","Northern","RENTED",33,"Three Full Years",3,20,17,0,1,"3",0,2013,8,21,2015,8,9," Card I TYPE",1968,882,2241,358,3558,0,78,"3",78,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,589,-129
"4074","VALID","PRR","Open","Female","Eastern","RENTED",51,"Three Full Years",3,0,7,0,0,"3",0,2014,2,9,2016,2,9," Card II TYPE",3213,882,5033,1,5401,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,-314
"7531","VALID","PPL","Open","Male","Northern","RENTED",52,"Three Full Years",4,0,12,0,0,"None",0,2015,3,16,2017,3,16,"None",3331,882,8265,1,1327,1,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-716
"1693","VALID","POP","Open","Male","Northern","RENTED",44,"Three Full Years",4,0,7,0,1,"3",0,2012,10,24,2015,3,24," Card I TYPE",290,882,5760,1,759,0,37,"3",37,"3",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,891,6
"8502","VALID","PWP","Open","Male","Eastern","RENTED",64,"Three Full Years",6,0,17,0,0,"3",0,2012,1,19,2015,3,24," Card II TYPE",3247,882,7423,1,3448,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,6
"8908","VALID","PRR","Open","Female","Eastern","RENTED",58,"Three Full Years",5,20,21,0,0,"3",0,2013,9,28,2015,9,17," Card I TYPE",3209,882,6557,1106,6541,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,-167
"5367","VALID","PPL","Open","Male","Western","RENTED",57,"Three Full Years",3,0,2,0,1,"3",0,2014,7,30,2016,7,30," Card II TYPE",1951,882,5165,168,1558,0,65,"3",65,"3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,-485
"2559","VALID","CNN","Open","Male","Northern","RENTED",83,"Three Full Years",6,14,22,0,0,"3",0,2013,5,12,2015,5,12," Card II TYPE",1897,882,2170,1,5631,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,-42
"7677","VALID","PPL","Open","Male","Eastern","RENTED",48.39498701,"Three Full Years",6,0,17,0,1,"1",0,2015,3,28,2017,3,28," Card II TYPE",434,882,257,1,5339,0,4,"1",4,"1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-728
"6331","VALID","PRM","Open","Male","Western","RENTED",33,"Three Full Years",5,0,17,0,0,"3",0,2014,11,11,2016,11,11," Card II TYPE",1981,882,2751,354,1517,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,-586
"9640","VALID","PWR","Open","Female","Northern","RENTED",50,"Three Full Years",3,0,7,0,0,"3",0,2013,7,24,2015,6,29," Card I TYPE",2777,882,3933,1,1379,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,-89
"3914","VALID","PRR","Open","Male","Northern","RENTED",62,"Three Full Years",4,0,4,0,2,"3",1,2014,1,10,2016,1,10," Card II TYPE",3238,757,5101,605,4051,0,75,"3",75,"3",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,445,-285
"3380","VALID","PWR","Open","Male","Northern","RENTED",52,"Three Full Years",4,0,4,0,0,"3",0,2013,10,19,2015,10,19," Card II TYPE",2787,882,4529,1,3462,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,-199
"6307","VALID","PRM","Open","Female","Eastern","RENTED",45,"Three Full Years",7,6,12,0,0,"3",0,2014,11,9,2016,11,9," Card II TYPE",2073,882,6253,217,6590,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,-584
"3943","VALID","PRR","Open","Male","Eastern","RENTED",82,"Three Full Years",4,0,17,0,2,"3",0,2014,1,13,2016,1,13," Card II TYPE",1066,882,7259,2,1832,0,49,"3",49,"3",1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,442,-288
"125","VALID","PWR","Open","Female","Eastern","RENTED",49,"Three Full Years",6,8,22,0,0,"None",1,2013,3,16,2015,4,4,"None",3331,331,5782,1,2528,1,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,-4
"9053","VALID","PPL","Closed","Male","Northern","RENTED",45.6625,"Three Full Years",3,0,7,0,0,"1",1,2014,12,11,2016,12,11,"Paper based/Post",854,582,1900,1,5826,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,-616
"1907","VALID","PPL","Open","Male","Northern","RENTED",63,"Three Full Years",4,0,4,0,2,"3",0,2012,12,13,2015,3,13," Card I TYPE",2593,882,1102,1,6569,0,44,"3",44,"3",1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,842,17
"6065","VALID","PRM","Closed","Female","Eastern","RENTED",41.1625,"Three Full Years",3,0,1,0,0,"3",0,2014,10,10,2016,10,10," Card II TYPE",1246,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,-555
"2400","VALID","CNN","Open","Male","Northern","RENTED",41,"Three Full Years",7,0,12,0,1,"3",1,2013,4,4,2015,4,4," Card II TYPE",1930,341,4407,1,424,0,78,"3",78,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,726,-4
"8309","VALID","CHC","Open","Female","Northern","RENTED",50,"Three Full Years",6,6,22,0,0,"3",0,2014,3,8,2016,3,27," Card II TYPE",1749,882,1823,1,3694,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,-362
"6925","VALID","PPL","Open","Male","Northern","RENTED",43.07316667,"Three Full Years",3,0,4,0,3,"2",0,2015,1,14,2017,1,14," Card II TYPE",607,882,2228,1,4516,0,49,"3",49,"3",1,2,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,-654
"3749","VALID","PRR","Open","Male","Northern","BOUGHT",76,"Three Full Years",3,0,17,0,0,"3",0,2013,12,20,2015,12,20," Card II TYPE",73,882,3089,1,6626,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,-260
"579","VALID","PWR","Open","Male","Eastern","RENTED",62,"Three Full Years",6,14,22,0,1,"3",0,2011,10,25,2015,3,25," Card II TYPE",2222,882,4599,1,2748,0,86,"3",86,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1255,5
"4688","VALID","PRM","Open","Female","Eastern","RENTED",18,"Three Full Years",4,0,2,0,0,"3",0,2014,5,8,2016,5,8," Card II TYPE",2367,882,4421,849,3473,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,-403
"4701","VALID","PRM","Open","Female","Eastern","RENTED",58,"Three Full Years",3,0,2,0,0,"3",0,2014,5,11,2016,5,11," Card II TYPE",2329,882,7120,957,4466,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,-406
"8793","VALID","PRR","Open","Male","Northern","RENTED",48.634,"Three Full Years",5,0,22,0,2,"2",1,2012,2,16,2015,3,28,"Paper based/Post",2239,452,5836,972,2244,0,15,"3",15,"3",1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1139,2
"2719","VALID","CNN","Open","Male","Northern","RENTED",60,"Three Full Years",5,0,22,0,0,"3",0,2013,6,15,2015,6,15," Card I TYPE",2970,882,4903,1,6054,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,-75
"5407","VALID","PRM","Open","Female","Northern","RENTED",55.61,"Three Full Years",4,0,22,0,6,"2",0,2014,8,2,2016,8,2," Card II TYPE",2551,882,834,768,2200,0,52,"3",52,"3",2,4,0,0,3,3,0,3,0,0,1,1,0,0,0,0,0,0,0,1,243,-487
"7609","VALID","PPL","Open","Male","Eastern","RENTED",57,"Three Full Years",5,10,22,0,0,"1",0,2015,3,23,2017,3,23," Card II TYPE",2307,882,7879,1,4110,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-723
"8812","VALID","POP","Closed","Female","Northern","RENTED",45,"Three Full Years",6,0,17,0,1,"1",0,2012,6,14,2015,3,14," Card II TYPE",550,882,8698,1,4581,0,55,"2",55,"2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1021,16
"9586","VALID","PWM","Open","Male","Eastern","RENTED",54,"Three Full Years",4,0,7,0,1,"3",0,2011,10,24,2015,3,23," Card II TYPE",686,882,4629,1,5028,0,28,"3",28,"3",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1256,7
"728","VALID","PWM","Open","Male","Eastern","BOUGHT",54,"Three Full Years",4,0,21,0,4,"3",0,2011,12,20,2015,3,20," Card II TYPE",175,882,8074,1,177,0,70,"3",70,"3",4,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1200,10
"7021","VALID","PPL","Open","Female","Eastern","RENTED",54,"Three Full Years",4,0,12,0,4,"3",0,2015,1,25,2017,1,25," Card II TYPE",1872,882,856,557,4742,0,64,"3",64,"3",1,3,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,65,-665
"4061","INVALID","PRP","Open","Male","Northern","RENTED",69,"Three Full Years",2,6,4,0,0,"3",0,2014,1,30,2016,1,30," Card II TYPE",42,882,1897,1,4202,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,-305
"1809","VALID","MXX","Open","Female","Northern","RENTED",47,"Three Full Years",2,0,12,0,4,"3",0,2012,11,17,2015,3,17," Card II TYPE",1263,882,4339,1,3620,0,76,"3",76,"3",2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,868,13
"3341","VALID","PWR","Open","Female","Eastern","RENTED",43,"Three Full Years",3,13,4,0,1,"3",0,2013,10,12,2015,10,12," Card II TYPE",1678,882,3618,1,1381,0,80,"3",80,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,-192
